station	tmprg_max	tmprg_min	tmprg_diff	lat	lon	elev	state	name	gsn	hcn	wmo	rank_max	rank_min
ASN00009871	7.0871921182	5.5971078977	1.4900842206	-34.8361	116.0308	4.5		WINDY HARBOUR			94640	0	0
ASN00009961	8.5161290323	8.5516129032	-0.035483871	-33.9306	120.1283	26		HOPETOUN NORTH			95635	0	0
ASN00009964	14.203225806	5.3419354839	8.8612903226	-34.5714	117.0106	250		ROCKY GULLY			94631	1	0
ASN00009965	13.14516129	8.8207142857	4.3244470046	-33.3567	115.6447	5.2		BUNBURY			94604	1	0
ASN00009968	8.8387096774	2.8483870968	5.9903225806	-34.5683	116.3367	210		SHANNON			95617	0	0
ASN00009977	13.581336406	8.8535483871	4.7277880184	-32.5219	115.7119	3		MANDURAH			94605	1	0
ASN00009994	15.512903226	9.0713261649	6.4415770609	-33.3608	116.1717	200		COLLIE EAST			95621	1	0
ASN00009998	9.5967741935	5.3034562212	4.2933179724	-34.9469	116.7222	73		NORTH WALPOLE			95647	1	0
ASN00010622	15.667519466	8.1360400445	7.5314794216	-33.9644	118.4889	286		ONGERUP			95628	1	0
ASN00010633	13.229032258	7.6193548387	5.6096774194	-33.5803	120.0458	232		RAVENSTHORPE			94636	1	0
ASN00010647	17.222580645	9.1259139785	8.0966666667	-33.3075	117.3403	256		WAGIN			95618	2	0
ASN00010905	14.325806452	7.0193548387	7.3064516129	-33.8878	119.1092	305		JACUP			95636	1	0
ASN00010916	17.24516129	6.9419354839	10.303225806	-33.6856	117.6064	320		KATANNING			94641	2	0
ASN00011019	8.9433333333	11.735483871	-2.792150538	-32.2464	126.3008	5.6		EYRE			94645	0	1
ASN00011053	7.3797849462	10.822235023	-3.442450077	-32.2028	127.5297	3.1		RED ROCKS POINT			94644	0	1
ASN00012044	13.138709677	8.0225806452	5.1161290323	-33.5547	120.6997	220		MUNGLINUP WEST			95644	1	0
ASN00012071	14.522580645	9.1709677419	5.3516129032	-32.9869	121.6239	249		SALMON GUMS RES.STN.			95639	1	0
ASN00014015	3.2267741935	8.7741935484	-5.547419355	-12.4239	130.8925	30.4		DARWIN AIRPORT	GSN		94120	0	0
ASN00014040	3.3413793103	9.4180672269	-6.076687917	-12.4227	130.8844	30		DARWIN AIRPORT COMPARISON			94120	0	0
ASN00014041	6.1641935484	12.974193548	-6.81	-12.605	131.2988	14.1		MIDDLE POINT AWS			95121	0	1
ASN00014142	4.3066820276	8.2612903226	-3.954608295	-11.4022	130.4217	18.3		PIRLANGIMPI			94119	0	0
ASN00014153	3.7873192436	7.5330367075	-3.745717464	-11.1538	132.143	5		BLACK POINT			94134	0	0
ASN00014198	6.6084946237	8.1129032258	-1.504408602	-12.6594	132.8939	26.5		JABIRU AIRPORT			94137	0	0
ASN00014245	3.0258064516	4.1677419355	-1.141935484	-11.3081	131.7651	19		CAPE DON			94129	0	0
ASN00014253	2.9053571429	10.258333333	-7.35297619	-13.1672	130.1225	3		CHANNEL POINT			94121	0	1
ASN00014254	4.3638709677	9.7741935484	-5.410322581	-12.2435	131.8785	1		POINT STUART AWS			94127	0	1
ASN00014272	6.4683179724	9.6176267281	-3.149308756	-13.0545	131.0252	104		BATCHELOR AERO			94125	0	1
ASN00014274	5.7387096774	5.5193548387	0.2193548387	-11.0468	132.9791	1.4		MCCLUER ISLAND			94135	0	0
ASN00014277	2.6333333333	9.6064516129	-6.97311828	-12.635	130.3725	3.5		DUM IN MIRRIE AWS			94116	0	1
ASN00014401	5.3774193548	6.3	-0.922580645	-11.6502	133.3796	19.2		WARRUWI			94139	0	0
ASN00014404	4.7064516129	9.0290322581	-4.322580645	-12.0931	134.8919	15		MILINGIMBI AWS			94140	0	0
ASN00014405	3.8866666667	9.8709677419	-5.984301075	-12.0569	134.2339	28.1		MANINGRIDA AERO			95142	0	1
ASN00014508	6.1129032258	7.9335483871	-1.820645161	-12.2741	136.8203	51.6		GOVE AIRPORT	GSN		94150	0	0
ASN00014517	3.9870967742	8.635483871	-4.648387097	-11.9971	135.5726	8.1		NGAYAWILI			95146	0	0
ASN00014518	6.9609677419	13.025806452	-6.06483871	-13.9747	136.4631	13.7		GROOTE EYLANDT AIRPORT AWS			94153	0	1
ASN00014627	9.03	12.855172414	-3.825172414	-13.6714	134.3414	103.4		BULMAN AWS			94143	0	1
ASN00014723	7.54	15.451612903	-7.911612903	-16.0757	136.3041	16.1		BORROLOOLA			94152	0	2
ASN00014850	6.1083333333	10.58	-4.471666667	-15.6614	130.4808	20.1		TIMBER CREEK			94220	0	1
ASN00014901	7.591954023	12.464400922	-4.872446899	-13.8345	131.1872	42.8		DOUGLAS RIVER			94128	0	1
ASN00014909	7.3004301075	8.8687344913	-1.568304384	-13.3275	133.0861	416		CENTRAL ARNHEM PLATEAU			94141	0	0
ASN00014932	8.3041935484	13.016129032	-4.711935484	-14.5229	132.3826	133.6		TINDAL RAAF	GSN		94131	0	1
ASN00014938	7.1811827957	11.109232481	-3.928049685	-13.7379	130.6834	15.2		MANGO FARM			94117	0	1
ASN00014948	3.9552380952	9.8580645161	-5.902826421	-14.2495	129.5282	28		PORT KEATS AERO			95111	0	1
ASN00014949	9.2733333333	11.638494624	-2.36516129	-15.7442	131.9182	221		DELAMERE WEAPONS RANGE			94225	0	1
ASN00015502	0	0	0	-21.0025	134.4029	375		ALI CURUNG			94325	0	0
ASN00018115	8.1903225806	5.4	2.7903225806	-35.3365	136.1174	32		NEPTUNE ISLAND			94804	0	0
ASN00022049	11.377419355	8.1870967742	3.1903225806	-35.2795	136.9392	42		STENHOUSE BAY			95806	1	0
ASN00022803	8.9806451613	6.5516129032	2.4290322581	-35.8426	138.1327	55		CAPE WILLOUGHBY			94822	0	0
ASN00022823	11.832258065	7.8129032258	4.0193548387	-35.7549	136.5959	158		CAPE BORDA	GSN		95805	1	0
ASN00023842	17.77	9.0587096774	8.7112903226	-34.9784	138.7088	685		MOUNT LOFTY			95678	2	0
ASN00023875	14.006451613	8.3322580645	5.6741935484	-35.5695	138.2864	341		PARAWA (SECOND VALLEY FOREST A			94811	1	0
ASN00023878	19.258843159	9.2021134594	10.0567297	-34.7253	138.9273	525		MOUNT CRAWFORD (MT CRAWFORD AW			94678	2	0
ASN00023887	15.187096774	8.9741935484	6.2129032258	-35.1712	138.6783	365		KUITPO FOREST RESERVE			94683	1	0
ASN00026020	14.281904762	8.0454545455	6.2364502165	-37.8333	140.7833	65		MOUNT GAMBIER POST OFFICE	GSN		94821	1	0
ASN00026021	14.670967742	8.0193548387	6.6516129032	-37.7473	140.7739	63		MOUNT GAMBIER AERO			94821	1	0
ASN00026026	10.348387097	6.6548387097	3.6935483871	-37.1628	139.756	3.3		ROBE COMPARISON			94812	1	0
ASN00026091	16.070967742	9.0580645161	7.0129032258	-37.2906	140.8254	57		COONAWARRA			94817	1	0
ASN00026095	11.719354839	8.1290322581	3.5903225806	-36.9655	139.7164	17		CAPE JAFFA (THE LIMESTONE)			94813	1	0
ASN00026099	17.574193548	9.0838709677	8.4903225806	-36.9813	140.727	49.7		NARACOORTE AERODROME			94820	2	0
ASN00026105	10.939354839	8.5709677419	2.3683870968	-37.1776	139.8054	3		ROBE AIRFIELD			95816	1	0
ASN00027045	7.3578571429	6.9032258065	0.4546313364	-12.6778	141.9208	18		WEIPA AERO	GSN		94170	0	0
ASN00027054	3.9580645161	2.711827957	1.2462365591	-10.0511	143.0686	3.5		COCONUT ISLAND			94182	0	0
ASN00027058	4.3516129032	3.9774193548	0.3741935484	-10.5844	142.29	4		HORN ISLAND			94174	0	0
ASN00027073	8.2290322581	8.1516129032	0.0774193548	-13.7606	143.1183	159.3		COEN AIRPORT			94183	0	0
ASN00027075	6.7719047619	7.1290322581	-0.357127496	-12.6167	142.0869	39.3		SCHERGER RAAF			94171	0	0
ASN00028004	9.23	11.496774194	-2.266774194	-16.0008	144.0758	203.8		PALMERVILLE			94276	0	1
ASN00028008	6.4096774194	5.8558064516	0.5538709677	-12.785	143.3047	18.5		LOCKHART RIVER AIRPORT			94186	0	0
ASN00029012	3.9134792627	1.5387096774	2.3747695853	-18.2044	142.2447	115.5		CROYDON TOWNSHIP			94269	0	0
ASN00029038	7.4488095238	11.248387097	-3.799577573	-15.4818	141.7483	9.6		KOWANYAMA AIRPORT			94268	0	1
ASN00029063	7.4333333333	11.940266963	-4.50693363	-17.6872	141.0733	18.4		NORMANTON AIRPORT			94266	0	1
ASN00029077	8.7451612903	12.877419355	-4.132258065	-17.7483	139.5356	5.7		BURKETOWN AIRPORT	GSN		94260	0	1
ASN00029139	9.3096774194	10.803225806	-1.493548387	-17.1142	139.5981	4		SWEERS ISLAND			94257	0	1
ASN00031010	6.4144409938	8.8761111111	-2.461670117	-16.9333	145.7833	2		CAIRNS POST OFFICE	GSN		94287	0	0
ASN00031011	6.6264516129	8.3161290323	-1.689677419	-16.8736	145.7458	2.2		CAIRNS AERO			94287	0	0
ASN00031037	8.8516129032	5.7419354839	3.1096774194	-16.3842	145.5592	2.9		LOW ISLES LIGHTHOUSE			94285	0	0
ASN00031108	9.9532894737	8.1705882353	1.7827012384	-17.1347	145.4281	594		WALKAMIN RESEARCH STATION			95284	1	0
ASN00031209	7.6677419355	7.6580645161	0.0096774194	-15.4461	145.1861	4.8		COOKTOWN AIRPORT			95283	0	0
ASN00031210	8.9161290323	8.5290322581	0.3870967742	-17.0672	145.4283	471.9		MAREEBA AIRPORT			95286	0	0
ASN00031213	6.6221505376	4.2774193548	2.3447311828	-14.9672	145.3106	18.5		CAPE FLATTERY			94188	0	0
ASN00032004	7.3612903226	10.396774194	-3.035483871	-18.2553	146.0197	4.5		CARDWELL MARINE PDE			94292	0	1
ASN00032025	6.9946236559	8.9677419355	-1.97311828	-17.5249	146.0345	10		INNISFAIL			94291	0	0
ASN00032037	7.9225806452	8.9684331797	-1.045852535	-17.6053	145.9972	18.3		SOUTH JOHNSTONE EXP STN			95292	0	0
ASN00032040	7.7709677419	12.864516129	-5.093548387	-19.2483	146.7661	4.3		TOWNSVILLE AERO			94294	0	1
ASN00032141	7.1935483871	8.9870967742	-1.793548387	-18.5203	146.3861	10		LUCINDA POINT			94295	0	0
ASN00033002	7.9991397849	12.422580645	-4.42344086	-19.6169	147.3758	10		AYR DPI RESEARCH STN			95295	0	1
ASN00033106	9.1774193548	7.4838709677	1.6935483871	-20.3658	148.9536	58.7		HAMILTON ISLAND AIRPORT			94368	0	0
ASN00033195	7.6129032258	15.377419355	-7.764516129	-22.4703	150.1786	27.6		WILLIAMSON			95370	0	2
ASN00033210	8.1129032258	14.870967742	-6.758064516	-22.3472	149.5242	9.2		ST LAWRENCE			95369	0	2
ASN00033257	7.2642857143	12.467816092	-5.203530378	-20.0151	148.2152	5		BOWEN AIRPORT			94366	0	1
ASN00033294	7.8322580645	13.267741935	-5.435483871	-23.1364	150.7506	5.5		YEPPOON THE ESPLANADE			94373	0	1
ASN00033295	7.4451612903	13.025806452	-5.580645161	-19.4569	147.4833	7.5		ALVA BEACH			95296	0	1
ASN00033308	8.7516129032	14.013940092	-5.262327189	-22.7433	150.6578	31		SAMUEL HILL AERO			94370	0	1
ASN00039059	8.1260215054	8.4327030033	-0.306681498	-24.1116	152.7161	3.9		LADY ELLIOT ISLAND			94388	0	0
ASN00039083	9.2531182796	14.183870968	-4.930752688	-23.3753	150.4775	10.4		ROCKHAMPTON AERO			94374	0	2
ASN00039085	8.8192118227	13.766666667	-4.947454844	-24.7298	153.2089	109		SANDY CAPE LIGHTHOUSE			94390	0	1
ASN00039123	8.2129032258	9.7483870968	-1.535483871	-23.8553	151.2628	74.5		GLADSTONE RADAR	GSN		94380	0	1
ASN00039128	8.8806451613	13.174193548	-4.293548387	-24.8885	152.3235	27		BUNDABERG AERO			94387	0	1
ASN00039314	8.2197997775	9.4064516129	-1.186651835	-24.1542	151.8875	34.2		SEVENTEEN SEVENTY			94384	0	0
ASN00039322	7.3225806452	8.8161290323	-1.493548387	-23.5293	151.2763	19.8		RUNDLE ISLAND			94378	0	0
ASN00039326	7.6548387097	12.764516129	-5.109677419	-23.8697	151.2214	16.6		GLADSTONE AIRPORT			94381	0	1
ASN00040043	8.535483871	8.9872119816	-0.451728111	-27.0314	153.4661	99.9		CAPE MORETON LIGHTHOUSE			94594	0	0
ASN00040068	8.8322580645	8.6041474654	0.2281105991	-25.9319	153.1906	95.6		DOUBLE ISLAND POINT LIGHTHOUSE			94584	0	0
ASN00040209	8.7685185185	10.035	-1.266481481	-27.4361	153.5456	41		POINT LOOKOUT			94593	0	1
ASN00040211	9.2129032258	14.933548387	-5.720645161	-27.5717	153.0078	12.5		ARCHERFIELD AIRPORT			94575	0	2
ASN00040223	8.1512121212	14.301960784	-6.150748663	-27.4178	153.1142	4		BRISBANE AERO			94578	0	2
ASN00040284	9.1225806452	12.219354839	-3.096774194	-26.9586	152.9619	48		BEERBURRUM FOREST STATION			95566	0	1
ASN00040405	8.7193548387	15.193548387	-6.474193548	-25.322	152.8817	13		HERVEY BAY AIRPORT			95565	0	2
ASN00040717	8.1032258065	13.770967742	-5.667741935	-28.1681	153.5053	4		COOLANGATTA			94592	0	1
ASN00040764	7.7307603687	11.327764977	-3.597004608	-27.939	153.4283	3		GOLD COAST SEAWAY			94580	0	1
ASN00040842	7.8548387097	14.116129032	-6.261290323	-27.3917	153.1292	4.5		BRISBANE AERO			94578	0	2
ASN00040854	7.7096774194	13.75862069	-6.04894327	-27.6839	153.1947	14		LOGAN CITY WATER TREATMENT			95581	0	1
ASN00040856	7.6483870968			-25.9007	153.0891	14.4		RAINBOW BEACH			94564	0	
ASN00040861	8.3612903226	14.480645161	-6.119354839	-26.6006	153.0903	3.3		MAROOCHYDORE AERO			94569	0	2
ASN00040908	7.6580645161	12.861290323	-5.203225806	-26.3911	153.0403	6.4		TEWANTIN RSL PARK	GSN		94570	0	1
ASN00040913	8.2967741935	12.980645161	-4.683870968	-27.4808	153.0389	8.1		BRISBANE			94576	0	1
ASN00040958	8.1903225806	12.790322581	-4.6	-27.2169	153.0922	12.6		REDCLIFFE			95591	0	1
ASN00045015	5.5182795699	2.6126728111	2.9056067588	-26.6125	144.2578	199.6		QUILPIE AIRPORT			94494	0	0
ASN00058012	8.2974654378	11.906451613	-3.608986175	-29.4333	153.3633	27.4		YAMBA PILOT STATION	GSN		94589	0	1
ASN00058158	8.4531701891	13.746774194	-5.293604004	-28.3395	153.3809	8		MURWILLUMBAH (BRAY PARK)			94582	0	1
ASN00058198	8.2838709677	12.970967742	-4.687096774	-28.8353	153.5585	1.3		BALLINA AIRPORT AWS			94596	0	1
ASN00058212	9.3	11.090322581	-1.790322581	-29.183	153.3964	62.5		EVANS HEAD RAAF BOMBING RANGE			94598	0	1
ASN00059007	8.3548387097	14.274193548	-5.919354839	-31.0711	152.7717	13		KEMPSEY AIRPORT AWS			94785	0	2
ASN00059017	8.635483871	13.593548387	-4.958064516	-31.077	152.8235	10		KEMPSEY (WIDE STREET)			94788	0	1
ASN00059030	8.935483871	8.1387096774	0.7967741935	-30.9225	153.087	117		SOUTH WEST ROCKS (SMOKY CAPE L			94790	0	0
ASN00059040	7.7870967742	12.658525346	-4.871428571	-30.3107	153.1187	5		COFFS HARBOUR MO			94791	0	1
ASN00060013	7.6187986652	10.788378033	-3.169579368	-32.1756	152.5089	4		FORSTER - TUNCURRY R.V.C.P.			95778	0	1
ASN00060139	8.0870967742	13.290322581	-5.203225806	-31.4336	152.8655	4.2		PORT MACQUARIE AIRPORT AWS			94786	0	1
ASN00061054	9.0548387097	9.835483871	-0.780645161	-32.7103	152.1612	25		NELSON BAY (NELSON HEAD)			95779	0	1
ASN00061055	7.6193548387	10.225806452	-2.606451613	-32.9185	151.7985	33		NEWCASTLE NOBBYS SIGNAL STATIO			94774	0	1
ASN00061086	8.1951612903	2.7046370968	5.4905241935	-32.4972	150.9093	90		JERRYS PLAINS POST OFFICE			94739	0	0
ASN00061366	9.123573201	10.066589862	-0.943016661	-33.2815	151.5766	18.8		NORAH HEAD AWS			95770	0	1
ASN00066062	8.5161290323	10.978917051	-2.462788018	-33.8607	151.205	39		SYDNEY (OBSERVATORY HILL)			94768	0	1
ASN00066196	7.4580645161	9.5520737327	-2.094009217	-33.8414	151.2633	6		SYDNEY HARBOUR (WEDDING CAKE W			95766	0	1
ASN00068072	10.929032258	9.2387096774	1.6903225806	-34.9469	150.5353	109		NOWRA RAN AIR STATION  AWS			94750	1	0
ASN00068151	9.1977419355	7.9258064516	1.2719354839	-35.0936	150.8049	85		JERVIS BAY (POINT PERPENDICULA			95940	0	0
ASN00068228	7.9903225806	8.3285714286	-0.338248848	-34.3691	150.9291	10		BELLAMBI AWS			94749	0	0
ASN00068241	8.6838709677	10.125806452	-1.441935484	-34.5638	150.79	8		ALBION PARK (WOLLONGONG AIRPOR			95748	0	1
ASN00068242	8.2243727599	8.3116359447	-0.087263185	-34.6533	150.8609	15.5		KIAMA (BOMBO HEADLAND)			95749	0	0
ASN00069017	7.7096774194	7.4548387097	0.2548387097	-36.2519	150.2275	52		MONTAGUE ISLAND LIGHTHOUSE			94939	0	0
ASN00069018	6.9387096774	9.3516129032	-2.412903226	-35.9093	150.1532	17		MORUYA HEADS PILOT STATION	GSN		94937	0	0
ASN00069022	7.2225806452	9.6412561576	-2.418675512	-36.2144	150.1358	25		NAROOMA RVCP			95935	0	1
ASN00069134	9.3376923077	13.972222222	-4.634529915	-35.7234	150.1872	11		BATEMANS BAY (CATALINA COUNTRY			94941	0	1
ASN00069137	7.5884792627	7.8309232481	-0.242443985	-37.2622	150.0504	19.4		GREEN CAPE AWS			94934	0	0
ASN00069138	7.9967741935	8.0709677419	-0.074193548	-35.3635	150.4827	35.7		ULLADULLA AWS			94938	0	0
ASN00069147	7.9935483871	10.703225806	-2.709677419	-36.9077	149.8989	1.5		MERIMBULA AIRPORT AWS			95929	0	1
ASN00069148	8.1741935484	11.925806452	-3.751612903	-35.9004	150.1437	4		MORUYA AIRPORT AWS			95937	0	1
ASN00071003	16.466666667	8.72	7.7466666667	-36.4335	148.3327	1755		CHARLOTTE PASS (KOSCIUSKO CHAL			95912	1	0
ASN00084016	6.9935483871	7.2612903226	-0.267741935	-37.5679	149.9158	15.2		GABO ISLAND LIGHTHOUSE			94933	0	0
ASN00084070	9.9580645161	7.8225806452	2.135483871	-37.8017	149.2747	27		POINT HICKS (LIGHTHOUSE)			94932	1	0
ASN00084084	10.112903226	9.3213133641	0.7915898618	-37.5976	149.7289	22		MALLACOOTA			94935	1	0
ASN00084144	13.447634409	8.4921836228	4.9554507858	-37.6924	148.0908	350		MOUNT NOWA NOWA			94930	1	0
ASN00084145	11.850345622	9.0096774194	2.8406682028	-37.6922	148.4667	62.7		ORBOST			95918	1	0
ASN00085096	9.3612903226	6.8063364055	2.5549539171	-39.1297	146.4244	95		WILSONS PROMONTORY LIGHTHOUSE			94893	1	0
ASN00085099	12.565092166	7.6193548387	4.9457373272	-38.6297	145.8108	3		POUND CREEK			94886	1	0
ASN00085279	12.373502304	9.364516129	3.0089861751	-37.8817	147.5669	49.4		BAIRNSDALE AIRPORT			94912	1	0
ASN00085280	14.739976959	8.8064516129	5.9335253456	-38.2094	146.4747	55.7		MORWELL (LATROBE VALLEY AIRPOR			94891	1	0
ASN00085283	13.156140351	6.9627680312	6.1933723197	-38.0808	146.2139	161		WILLOW GROVE (BLUE ROCK RESERV			94900	1	0
ASN00085296	14.580645161	8.4109447005	6.1697004608	-37.7481	147.1428	480		MOUNT MOORNAPA			95913	1	0
ASN00086071	13.9	9.2516129032	4.6483870968	-37.8075	144.97	31.2		MELBOURNE REGIONAL OFFICE			94868	1	0
ASN00086077	13.958064516	8.8580645161	5.1	-37.98	145.0964	12.1		MOORABBIN AIRPORT			94870	1	0
ASN00086104	15.605875576	8.6903225806	6.9155529954	-37.871	145.2561	80		SCORESBY RESEARCH INSTITUTE			95867	1	0
ASN00086127	11.683870968	7.4743087558	4.209562212	-38.6078	145.5965	51.9		WONTHAGGI			95881	1	0
ASN00086282	15.348387097	9.435483871	5.9129032258	-37.6655	144.8321	113.4		MELBOURNE AIRPORT			94866	1	0
ASN00086351	16.083870968	9.5	6.5838709677	-37.7163	145.0453	83		BUNDOORA (LATROBE UNIVERSITY)			95873	1	0
ASN00086354	10.3875	7.5633333333	2.8241666667	-38.5058	145.1503	7		PHILLIP ISLAND PENGUIN RESERVE			94883	1	0
ASN00086361	12.513940092	8.117281106	4.3966589862	-38.3646	145.1785	12.7		CERBERUS			94898	1	0
ASN00086371	13.467741935	8.2516129032	5.2161290323	-38.1481	145.1156	6		FRANKSTON AWS			94871	1	0
ASN00086373	12.08452381	7.9925115207	4.0920122888	-38.4612	145.3101	13.4		RHYLL			94892	1	0
ASN00086375	14.3308933	7.0182382134	7.3126550868	-38.1348	145.2637	85		CRANBOURNE BOTANIC GARDENS			94879	1	0
ASN00086383	16.632718894	8.6	8.032718894	-37.7239	145.4094	83		COLDSTREAM			94864	2	0
ASN00087168	16.112903226	9.0806451613	7.0322580645	-37.9075	144.1303	236.7		SHEOAKS			94863	1	0
ASN00088162	18.380529954	8.8774193548	9.5031105991	-37.3807	144.9654	527.8		WALLAN (KILMORE GAP)			94860	2	0
ASN00089112	17.925806452	8.5709677419	9.3548387097	-37.7067	142.9378	226		WESTMERE			95840	2	0
ASN00090015	10.183870968	7.2637096774	2.9201612903	-38.8556	143.5128	82		CAPE OTWAY LIGHTHOUSE	GSN		94842	1	0
ASN00090035	15.961290323	7.8580645161	8.1032258065	-38.2333	143.7925	261		COLAC (MOUNT GELLIBRAND)			95845	1	0
ASN00090171	11.012903226	7.0935483871	3.9193548387	-38.3148	141.4705	80.9		PORTLAND (CASHMORE AIRPORT)			94828	1	0
ASN00090173	16.84516129	8.6677419355	8.1774193548	-37.6486	142.0636	241.1		HAMILTON AIRPORT			94829	2	0
ASN00090175	10.448387097	7.8387096774	2.6096774194	-38.3906	142.2347	10		PORT FAIRY AWS			94830	1	0
ASN00090176	15.501497696	6.9225806452	8.5789170507	-38.0737	142.7744	130		MORTLAKE RACECOURSE			94840	1	0
ASN00090180	12.022580645	7.5547235023	4.4678571429	-38.4583	144.0883	95		AIREYS INLET			94846	1	0
ASN00090182	16.877419355	8.1419354839	8.735483871	-37.583	141.3339	130.6		CASTERTON			95825	2	0
ASN00090184	10.283870968	6.9903225806	3.2935483871	-38.4306	141.5437	45.4		CAPE NELSON LIGHTHOUSE			94826	1	0
ASN00090186	12.449423963	7.0516129032	5.3978110599	-38.2867	142.4522	70.8		WARRNAMBOOL AIRPORT NDB			94837	1	0
ASN00091009	8.6851382488	6.9917050691	1.6934331797	-41.0661	145.9431	8		BURNIE (ROUND HILL)			94958	0	0
ASN00091107	8.6870967742	7.4876728111	1.1994239631	-40.9972	145.7292	12		WYNYARD AIRPORT			95957	0	0
ASN00091126	9.126843318	7.7809907834	1.3458525346	-41.1708	146.4267	8		DEVONPORT AIRPORT			95960	0	0
ASN00091219	12.218663594	7.3051843318	4.9134792627	-41.1708	147.4883	197.5		SCOTTSDALE (WEST MINSTONE ROAD			94972	1	0
ASN00091223	8.087962963	6.1701538462	1.9178091168	-40.9089	144.7094	107.3		MARRAWAH			94950	0	0
ASN00091245	6.6859447005	5.8787335723	0.8072111282	-40.6828	144.69	94		CAPE GRIM BAPS			94954	0	0
ASN00091259	16.25483871	6.3243087558	9.9305299539	-41.1492	145.1517	344		LUNCHEON HILL (FORESTRY)			95956	1	0
ASN00091284	9.2364661654	9.9805555556	-0.74408939	-41.0025	147.3869	52		BRIDPORT (SEA VIEW VILLAS)			95973	0	1
ASN00091291	11.885253456	7.3625576037	4.5226958525	-41.3886	146.3219	294.2		SHEFFIELD SCHOOL FARM			94955	1	0
ASN00091292	8.5403225806	6.7489631336	1.791359447	-40.8347	145.0847	7.5		SMITHTON AERODROME			94953	0	0
ASN00091293	8.3217741935	8.1215437788	0.2002304147	-41.0556	146.7856	3		LOW HEAD	GSN		95964	0	0
ASN00091306	13.894124424	8.7951612903	5.0989631336	-41.7256	147.0794	148		CRESSY RESEARCH STATION			95966	1	0
ASN00091311	14.027764977	8.5934331797	5.4343317972	-41.5492	147.2144	166.9		LAUNCESTON AIRPORT			94968	1	0
ASN00092003	7.0980414747	6.669124424	0.4289170507	-41.8739	148.3036	11		BICHENO (COUNCIL DEPOT)			95989	0	0
ASN00092012	12.273156682	9.3612903226	2.9118663594	-41.6428	147.9664	237		FINGAL (LEGGE STREET)			95974	1	0
ASN00092019	11.460714286	8.6290322581	2.8316820276	-42.0067	147.7975	575		LAKE LEAKE (ELIZABETH RIVER)			94979	1	0
ASN00092027	8.9433333333	8.061954023	0.8813793103	-42.5519	147.8753	14		ORFORD (AUBIN COURT)			95984	0	0
ASN00092045	8.0685483871	7.1888248848	0.8797235023	-40.9928	148.3467	19.7		EDDYSTONE POINT			94983	0	0
ASN00092114	9.3592165899	7.1786866359	2.1805299539	-41.9953	148.2794	55		FRIENDLY BEACHES			94987	1	0
ASN00092120	9.0468894009	8.3884792627	0.6584101382	-41.3381	148.2792	48		ST HELENS AERODROME			95981	0	0
ASN00092123	8.2111751152	7.3730414747	0.8381336406	-40.7292	148.125	15		SWAN ISLAND			95985	0	0
ASN00092124	8.234562212	6.1343317972	2.1002304147	-42.6619	148.0181	28		MARIA ISLAND (POINT LESUEUR)			95988	0	0
ASN00094008	10.25483871	8.1865207373	2.0683179724	-42.8339	147.5033	4		HOBART AIRPORT			94975	1	0
ASN00094010	6.4453917051	5.5929723502	0.8524193548	-43.4892	147.1453	55		CAPE BRUNY LIGHTHOUSE	GSN		94967	0	0
ASN00094020	8.3451612903	6.9428571429	1.4023041475	-43.3167	147.0075	17		DOVER			94961	0	0
ASN00094029	10.200752688	7.5709677419	2.6297849462	-42.8897	147.3278	50.5		HOBART (ELLERSLIE ROAD)			94970	1	0
ASN00094041	5.8855990783	4.46359447	1.4220046083	-43.6578	146.2711	146.5		MAATSUYKER ISLAND LIGHTHOUSE			94962	0	0
ASN00094087	11.825806452	6.6747695853	5.1510368664	-42.8967	147.235	1260.5		MOUNT WELLINGTON			95979	1	0
ASN00094137	10.025806452	7.5710591133	2.4547473383	-43.1639	146.9172	55		GEEVESTON (CEMETERY ROAD)			94966	1	0
ASN00094155	7.1532258065	4.8025345622	2.3506912442	-43.2397	148.0025	240		TASMAN ISLAND			95986	0	0
ASN00094166	8.3344470046	5.6741758242	2.6602711804	-43.0903	147.3611	46		BULL BAY (LAURISTON)			95975	0	0
ASN00094191	11.803225806	5.847235023	5.9559907834	-43.2006	146.7683	831		HARTZ MOUNTAIN (KEOGHS PIMPLE)			94977	1	0
ASN00094195	12.35	8.0948156682	4.2551843318	-42.4544	147.4614	461.5		TUNNACK FIRE STATION			94960	1	0
ASN00094198	7.1781105991	5.3019585253	1.8761520737	-43.4886	147.1444	59.7		CAPE BRUNY (CAPE BRUNY)			95967	0	0
ASN00094201	13.641290323	8.4475806452	5.1937096774	-42.4928	147.1981	238		MELTON MOWBRAY (NORTH STOCKMAN			94971	1	0
ASN00094212	11.581505376	8.3361751152	3.2453302611	-42.6867	147.4258	45		CAMPANIA (KINCORA)			95972	1	0
ASN00094220	11.309677419	7.8859447005	3.4237327189	-42.9858	147.0742	65		GROVE (RESEARCH STATION)			95977	1	0
ASN00095003	14.182688172	9.03640553	5.1462826421	-42.7097	146.8983	27		BUSHY PARK (BUSHY PARK ESTATES			94964	1	0
ASN00095048	14.621397849	9.3820276498	5.2393701997	-42.4842	146.7106	90		OUSE FIRE STATION			94957	1	0
ASN00095063	12.381428571	6.9461981567	5.4352304147	-42.7567	146.6239	281		MAYDENA POST OFFICE			94963	1	0
ASN00096003	12.180990783	7.0165898618	5.1644009217	-42.2811	146.2808	667		BUTLERS GORGE			94959	1	0
