station	tmprg_max	tmprg_min	tmprg_diff	lat	lon	elev	state	name	gsn	hcn	wmo	rank_max	rank_min
ECM00084270	3.1833333333	0.8227272727	2.3606060606	-4.033	-79.2	2160		LOJA/LA ARGELIA	GSN		84270	0	0
EI000003980	10.796774194	9.5032258065	1.2935483871	55.3717	-7.34	21		MALIN HEAD	GSN		3980	1	0
EIM00003962	12.04375	9.2470833333	2.7966666667	52.702	-8.925	14		SHANNON			3962	1	0
EIM00003967	13.799509804	8.873993808	4.9255159959	53.302	-6.451	97.2		CASEMENT			3967	1	0
EIM00003976	9.650974026	9.0579365079	0.593037518	54.233	-10	9.7		BELMULLET			3976	1	0
EKM00064810	2.8977272727	1.4790909091	1.4186363636	3.755	8.709	23.2		MALABO			64810	0	0
EKM00064820	1.9571428571	1.075	0.8821428571	1.9	9.8	8		BATA (RIO MUNI)			64820	0	0
ES000078650	3.4764705882	2.9428571429	0.5336134454	13.567	-89.833	15		ACAJUTLA	GSN		78650	0	0
ES003800510	3.2180555556	3.4022774327	-0.184221877	13.7	-89.117	621		SAN SALVADOR/ILOPAN			78663	0	0
ET000063331		4.880952381		12.55	37.417	1967		GONDAR			63331		0
ET000063333	6.96	6.70625	0.25375	11.117	39.733	1903		COMBOLCHA			63333	0	0
ET000063402	4.5571428571	5.58	-1.022857143	7.667	36.833	1725		JIMMA			63402	0	0
ET000063403		1.4792207792		8.15	35.533	2002		GORE	GSN		63403		0
ET000063450	5.0008333333	4.3361538462	0.6646794872	9.033	38.75	2354		ADDIS ABABA-BOLE	GSN		63450	0	0
ET000063471	6.835	8.8919565217	-2.056956522	9.6	41.85	1260		DIREDAWA			63471	0	0
EUM00061972	6.2399332592	7.0353846154	-0.795451356	-22.333	40.333	6		ILE EUROPA	GSN		61972	0	0
FG000081405	4.1003508772	2.8814285714	1.2189223058	4.833	-52.367	9		ROCHAMBEAU	GSN		81405	0	0
FGM00081401	4.6452380952	1.1178431373	3.527394958	5.5	-54.033	9		ST LAURENT DU MARON			81401	0	0
FGM00081408	4.725	2.3166666667	2.4083333333	3.883	-51.8	7		SAINT GEORGES			81408	0	0
FGM00081415	3.3625	1.0607744108	2.3017255892	3.633	-54.033	106		MARIPASOULA			81415	0	0
FJ000091650	1.4769230769	1.8	-0.323076923	-12.5	177.05	26		ROTUMA	GSN		91650	0	0
FJ000091652	4.9976190476	3.1746753247	1.8229437229	-16.133	-179.983	63		UDU POINT AWS	GSN		91652	0	0
FJ000091680	4.2383753501	7.15	-2.91162465	-17.75	177.45	18		NADI AIRPORT	GSN		91680	0	0
FJM00091683	5.77675	6.7529411765	-0.976191176	-18.043	178.559	5.2		NAUSORI INTL			91683	0	0
FJM00091699	6.6042857143	5.3434782609	1.2608074534	-20.667	-178.717	28		ONO-I-LAU AWS	GSN		91699	0	0
FKM00088870	4.1191919192	2.0591176471	2.0600742721	-51.417	-60.567	480		MOUNT BYRON			88870	0	0
FKM00088881	6.2184210526	2.3085714286	3.9098496241	-51.667	-58.1	458		MOUNT KENT			88881	0	0
FKM00088889	11.089411765	5.38	5.7094117647	-51.823	-58.447	74.4		MOUNT PLEASANT	GSN		88889	1	0
FKM00088894	3.7266666667	1.74	1.9866666667	-52.15	-60.6	361		MOUNT ALICE			88894	0	0
FMC00914325	0.7997701149	0.6492769744	0.1504931405	1.0833	154.8	2.7	FM	KAPINGAMARANGI			91434	0	0
FMC00914395	0.59	0.2864516129	0.3035483871	5.3544	162.9533	2.7	FM	KOSRAE			91356	0	0
FMC00914429	0.5411290323	1.0607142857	-0.519585253	9.4833	138.0833	10.1	FM	LUWEECH				0	0
FMC00914590	0.4516129032	0.3333333333	0.1182795699	3.85	155.0167	2.4	FM	NUKUORO			91425	0	0
FMC00914843	0.464516129	1.6544086022	-1.189892473	5.3264	163.005	14.9	FM	TOFOL				0	0
FMW00040308	3.6379569892	1.0185483871	2.6194086022	9.4833	138.0833	13.4	FM	YAP ISLAND WSO AP	GSN		91490	0	0
FMW00040504	2.0533333333	1.4822580645	0.5710752688	6.9667	158.2167	36.6	FM	POHNPEI WSO	GSN		91348	0	0
FMW00040505	1.7178571429	1.5903225806	0.1275345622	7.45	151.8333	1.5	FM	CHUUK WSO AP	GSN		91334	0	0
FP000091925	2.8169590643	1.6583333333	1.158625731	-9.8	-139.033	53		HIVA-OA	GSN		91925	0	0
FP000091929	2.1837438424	2.1865406007	-0.002796758	-16.45	-151.75	3		BORA-BORA/MOTU-MUTE			91930	0	0
FP000091938	2.1421052632	3.0512605042	-0.909155241	-17.55	-149.617	3		TAHITI-FAAA	GSN		91938	0	0
FP000091943	1.5	2.0333333333	-0.533333333	-14.483	-145.033	3		TAKAROA	GSN		91943	0	0
FP000091948	5.1961309524	3.9244736842	1.2716572682	-23.133	-134.967	89		MANGAREVA	GSN		91948	0	0
FP000091954	5.2789473684	5.0280764636	0.2508709049	-23.35	-149.483	3		TUBUAI	GSN		91954	0	0
FP000091958	6.5105263158	6.7247619048	-0.214235589	-27.617	-144.333	2		RAPA	GSN		91958	0	0
FPM00091945	3.8723684211	3.6634920635	0.2088763576	-19.9	-145	4		HEREHERETUE	GSN		91945	0	0
FRE00104937	9.2047254151	8.7	0.5047254151	49.7267	-1.94	3		PTE DE LA HAGUE			7020	0	0
FRM00007100	9.0364285714	8.3196666667	0.7167619048	48.483	-5.05	68		OUESSANT			7100	0	0
FRM00007110	11.931862745	9.1333333333	2.7985294118	48.448	-4.419	99.1		GUIPAVAS			7110	1	0
FRM00007207	10.724731183	8.7389855072	1.9857456755	47.3	-3.167	43		POINTE DU TALUT			7207	1	0
FRM00061998	11.328929766	7.725	3.6039297659	-49.35	70.25	30		PORT-AUX-FRANCAIS (ILES KERGU	GSN		61998	1	0
FSM00061968	3.6804232804	4.3235294118	-0.643106131	-11.583	47.283	4		ILES GLORIEUSES			61968	0	0
FSM00061996	7.3756410256	7.3405714286	0.0350695971	-37.8	77.5	29		MARTIN DE VIVIES (I	GSN		61996	0	0
FSM00061997	10.006552707	6.0445454545	3.962007252	-46.433	51.85	142		ALFRED FAURE (ILES CROZET)	GSN		61997	1	0
GAM00061701	3.7175213675	8.2688596491	-4.551338282	13.338	-16.652	29		BANJUL INTL			61701	0	0
GB000004501	6.0048484848	5.3071428571	0.6977056277	-0.72	8.78	5		PORT-GENTIL			64501	0	0
GB000004556		2.6228985507		0.57	12.87	516		MAKOKOU			64556		0
GBM00064500	5.875	2.6083333333	3.2666666667	0.459	9.412	11.9		LEON M BA			64500	0	0
GBM00064550	6.1476190476	2.6717647059	3.4758543417	-1.845	11.057	89.9		MOUILLA VILLE			64550	0	0
GBM00064551	5.206547619	3.5782352941	1.6283123249	-0.704	10.246	25		LAMBARENE			64551	0	0
GBM00064570	3.8896929825	2.1652173913	1.7244755912	-1.667	13.4	321		FRANCEVILLE MVENGUE			64570	0	0
GG000037484	1.3			41.633	41.6	32		BATUMI			37484	0	
GHM00065401	11	6.5766666667	4.4233333333	10.9	-1.1	203		NAVRONGO			65401	1	0
GHM00065404	7.9071428571	5.6375	2.2696428571	10.083	-2.508	323.1		WA			65404	0	0
GHM00065416		0		9.033	-2.483	301		BOLE			65416		0
GHM00065418		5.1018796992		9.557	-0.863	168.6		TAMALE			65418		0
GHM00065432	7.4307692308	2.65	4.7807692308	7.75	-2.1	340		WENCHI			65432	0	0
GHM00065437	7.6	8.7	-1.1	7.817	-0.033	122		KETE-KRACHI			65437	0	0
GHM00065439	7.68	3.4125	4.2675	7.362	-2.329	309.1		SUNYANI			65439	0	0
GHM00065442	7.4176470588	1.3243137255	6.0933333333	6.715	-1.591	287.1		KUMASI			65442	0	0
GHM00065445	5.8	2.0357142857	3.7642857143	6.2	-2.333	172		SEFWI BEKWAI			65445	0	0
GHM00065453	7.3111111111	3.125	4.1861111111	6.6	0.467	158		HO			65453	0	0
GHM00065457	2.1	2.0125	0.0875	5.933	-0.983	140		AKIM ODA			65457	0	0
GHM00065459	6.8631578947	1.65	5.2131578947	6.083	-0.25	167		KOFORIDUA			65459	0	0
GHM00065460	6.65	2.1666666667	4.4833333333	6.1	0.117	19		AKUSE			65460	0	0
GHM00065465	4.0743589744	2.94	1.1343589744	4.867	-2.233	40		AXIM			65465	0	0
GHM00065467	4.2128205128	1.9803571429	2.23246337	4.896	-1.775	6.4		TAKORADI			65467	0	0
GHM00065472	5.505	2.7923076923	2.7126923077	5.605	-0.167	62.5		KOTOKA INTL			65472	0	0
GHM00065473	4.6833333333	3.1363636364	1.546969697	5.617	0	18		TEMA			65473	0	0
GHM00065475		3.9246153846		5.783	0.633	7		ADA			65475		0
GIM00008495	11.972424242	9.3109649123	2.6614593301	36.151	-5.35	4.6		GIBRALTAR			8495	1	0
GM000003319	1.0725806452	0.7774193548	0.2951612903	52.4639	13.3017	51		BERLIN-DAHLEM			10381	0	0
GP000078897	3.048951049	5.2282051282	-2.179254079	16.27	-61.6	11		LE RAIZET, GUADELOUPE	GSN		78897	0	0
GQW00041415	2.0419354839	2.5988095238	-0.55687404	13.4836	144.7961	77.4	GU	GUAM INTL AP	GSN		91212	0	0
GR000016641	0	13.107142857	-13.10714286	39.6167	19.9167	11		CORFU	GSN		16641	0	1
GR000016648	0	17.915294118	-17.91529412	39.65	22.45	73		LARISSA			16648	0	3
GR000016734	1.8	12.89047619	-11.09047619	36.8331	21.7	52		METHONI	GSN		16734	0	1
GR000016754	8.6	12.595535714	-3.995535714	35.3331	25.1831	39		HERAKLION			16754	0	1
GR000167230	6	14.685714286	-8.685714286	37.7	26.9167	2		SAMOS AIRPORT	GSN		16723	0	2
GR000167460	0	12.826666667	-12.82666667	35.4831	24.1167	146		SOUDA AIRPORT	GSN		16746	0	1
GRM00016719	15.229156328	9.2803643725	5.9487919551	37.783	20.883	4		ZAKINTHOS			16719	1	0
GV000001809	0			11.32	-12.3	362		LABE			61809	0	
GV000001832	4.1821428571	2.2633333333	1.9188095238	9.57	-13.62	46		CONAKRY (AERO)			61832	0	0
GYM00081001	2.6616161616	1.0699275362	1.5916886254	6.8	-58.15	2		GEORGETOWN			81001	0	0
GYW00010502	3.5166666667	1.672173913	1.8444927536	6.5	-58.25	29.3		GEORGETOWN			81002	0	0
HO000078711	3.5935926773	2.9338235294	0.6597691479	15.217	-83.8	13		PUERTO LEMPIRA			78711	0	0
HO000078720	5.9313186813	5.4535714286	0.4777472527	14.05	-87.217	1007		TEGUCIGALPA			78720	0	0
HOM00078705	4.8785714286	3.9176136364	0.9609577922	15.742	-86.853	14.9		GOLOSON INTL			78705	0	0
HOM00078708	8.9	4.5666666667	4.3333333333	15.453	-87.924	27.7		LA MESA INTL			78708	0	0
IC000004097	9.100952381	9.5055617353	-0.404609354	65.2667	-13.5831	9		DALATANGI			4197	0	0
ID000096073	3.9033333333	1.7804487179	2.1228846154	1.55	98.883	3		SIBOLGA/PINANGSORI	GSN		96073	0	0
ID000096145	4.9380952381	3.19933687	1.7387583681	3.2	106.25	3		TAREMPA	GSN		96145	0	0
ID000096163	1.3215517241	1.8298418972	-0.508290173	-0.883	100.35	3		PADANG/TABING	GSN		96163	0	0
ID000096745	6.6	2.1491666667	4.4508333333	-6.183	106.833	8		JAKARTA/OBSERVATORY	GSN		96745	0	0
ID000096805	2.7357142857	2.1711779449	0.5645363409	-7.733	109.017	6		CILACAP	GSN		96805	0	0
ID000096925	2.995	2.073015873	0.921984127	-5.85	112.633	3		SANGKAPURA (BAWEAN	GSN		96925	0	0
ID000097014	2.2543478261	2.6258169935	-0.371469167	1.533	124.917	80		MENADO/ SAM RATULAN	GSN		97014	0	0
ID000097146		4.8377777778		-4.1	122.433	50		KENDARI/WOLTER MONG	GSN		97146		0
ID000097340	3.7068965517	4.8545289855	-1.147632434	-9.667	120.333	12		WAINGAPU/MAU HAU	GSN		97340	0	0
ID000097372	3.1337164751	5.7549019608	-2.621185486	-10.167	123.667	108		KUPANG/ELTARI	GSN		97372	0	0
ID000097502	2.2206896552	1.0718670077	1.1488226475	-0.933	131.117	3		SORONG/JEFMAN	GSN		97502	0	0
ID000097560	1.1657894737	1.1473684211	0.0184210526	-1.183	136.117	11		BIAK/FRANS KAISIEPO	GSN		97560	0	0
ID000097686	2.37100894	1.502173913	0.8688350269	-4.067	138.95	1660		WAMENA	GSN		97686	0	0
ID000097690	2.1893939394	1.6071428571	0.5822510823	-2.567	140.483	99		JAYAPURA/SENTANI	GSN		97690	0	0
ID000097724	5.0247252747	1.8232620321	3.2014632426	-3.7	128.083	12		AMBON/PATTIMURA	GSN		97724	0	0
ID000097900	4.7901913876	2.3384782609	2.4517131267	-7.983	131.3	24		SAUMLAKI/OLILIT	GSN		97900	0	0
ID000097980	3.9852857143	4.2583333333	-0.273047619	-8.467	140.383	3		MERAUKE/MOPAH	GSN		97980	0	0
IDM00096001	3.7915384615	6.2467032967	-2.455164835	5.874	95.34	113		MAIMUN SALEH			96001	0	0
IDM00096009	2.9884615385	2.9080808081	0.0803807304	5.227	96.95	27.4		MALIKUS SALEH			96009	0	0
IDM00096011	3.3648541114	2.6022727273	0.7625813841	5.524	95.42	19.8		SULTAN ISKANDARMUDA			96011	0	0
IDM00096015	2.0246031746	1.4746376812	0.5499654934	4.25	96.117	90		MEULABOH/CUT NYAK			96015	0	0
IDM00096033	3.2222222222	2.4916666667	0.7305555556	3.8	98.7	3		MEDAN/BELAWAN			96033	0	0
IDM00096035	4.352	2.1115384615	2.2404615385	3.558	98.672	34.7		POLONIA			96035	0	0
IDM00096075	1.9181818182	1.425	0.4931818182	1.166	97.705	6.1		BINAKA			96075	0	0
IDM00096087	1.957967033	0.9755714286	0.9823956044	1.117	104.117	24		BATAM/HANG NADIM			96087	0	0
IDM00096091	2.2032258065	1.6658008658	0.5374249407	0.923	104.532	18		KIJANG			96091	0	0
IDM00096109	3.4083333333	1.7359307359	1.6724025974	0.461	101.445	31.1		SULTAN SYARIF KASIM II			96109	0	0
IDM00096171	1.4942857143	1.5826839827	-0.088398268	-0.353	102.335	18.9		JAPURA			96171	0	0
IDM00096179	3.2862068966	1.2121082621	2.0740986344	-0.479	104.579	30		DABO			96179	0	0
IDM00096195	1.6269230769	1.0071428571	0.6197802198	-1.638	103.644	25		SULTAN THAHA			96195	0	0
IDM00096207	1.8623188406	2.6083333333	-0.746014493	-2.767	101.367	782		KERINCI/DEPATI PARB			96207	0	0
IDM00096221	3.8385281385	1.3097744361	2.5287537024	-2.898	104.701	14.9		SULTAN MAHMUD BADARUDDIN II			96221	0	0
IDM00096237	1.9633699634	2.1995670996	-0.236197136	-2.17	106.13	34		PANGKALPINANG			96237	0	0
IDM00096249	4.5346153846	1.8276679842	2.7069474004	-2.746	107.755	51		H AS HANANDJOEDDIN			96249	0	0
IDM00096253	3	1.1019047619	1.8980952381	-3.864	102.339	15.2		FATMAWATI SOEKARNO			96253	0	0
IDM00096295	4.6142857143	2.528	2.0862857143	-5.242	105.179	88		RADIN INTEN II			96295	0	0
IDM00096509	1.1642857143	1.66125	-0.496964286	3.327	117.566	6		JUWATA			96509	0	0
IDM00096525	1.8557504873	1.0561538462	0.7995966412	2.85	117.333	50		TANJUNG SELOR			96525	0	0
IDM00096529	2.2693333333	1.108496732	1.1608366013	2.155	117.432	18		KALIMARU			96529	0	0
IDM00096535	3.5068322981	2.5286472149	0.9781850833	1.767	109.3	15		PALOH			96535	0	0
IDM00096559	2.7677777778	1.3291666667	1.4386111111	0.064	111.473	29.9		SUSILO			96559	0	0
IDM00096581	1.9613756614	2.1927318296	-0.231356168	-0.151	109.404	3		SUPADIO			96581	0	0
IDM00096595	2.3779503106	1.3186335404	1.0593167702	-0.95	114.9	60		MUARATEWE/BERINGIN			96595	0	0
IDM00096607	2.4609717868	0.7183537264	1.7426180605	-0.485	117.157	10		TEMINDUNG			96607	0	0
IDM00096615	1.9215384615	1.4148148148	0.5067236467	-1.817	109.963	14		RAHADI USMAN			96615	0	0
IDM00096633	2.3161764706	1.4594444444	0.8567320261	-1.268	116.894	3.7		SEPINGGAN			96633	0	0
IDM00096645	1.535483871	1.5784722222	-0.042988351	-2.705	111.673	25		ISKANDAR			96645	0	0
IDM00096655	1.7582491582	1.4454545455	0.3127946128	-2.225	113.943	26		TJILIK RIWUT			96655	0	0
IDM00096685	4.184469697	2.3052380952	1.8792316017	-3.442	114.763	20.1		SYAMSUDIN NOOR			96685	0	0
IDM00096695	2.717989418	1.7733333333	0.9446560847	-3.4	116.217	18		KOTABARU/SETAGEN			96695	0	0
IDM00096737	2.5208791209	2.0625	0.4583791209	-6.117	106.133	40		SERANG			96737	0	0
IDM00096739	3.7217391304	2.325952381	1.3957867495	-6.293	106.57	47		BUDIARTO			96739	0	0
IDM00096741	5.975	2.4947115385	3.4802884615	-6.1	106.867	2		JAKARTA/TANJUNG PRIOK			96741	0	0
IDM00096749	2.4833333333	1.5374331551	0.9459001783	-6.126	106.656	10.4		SOEKARNO HATTA INTL			96749	0	0
IDM00096751	1.675	2.7861111111	-1.111111111	-6.7	106.933	-999.9		BOGOR/CITEKO			96751	0	0
IDM00096791	7.5230769231	2.1918330309	5.3312438922	-6.75	108.267	50		CIREBON/JATIWANGI			96791	0	0
IDM00096797	3.7333333333	2.0350114416	1.6983218917	-6.85	109.15	10		TEGAL			96797	0	0
IDM00096837	6.236	2.4373737374	3.7986262626	-6.967	110.417	3		SEMARANG			96837	0	0
IDM00096839	4.6483870968	2.45	2.1983870968	-6.973	110.375	3		ACHMAD YANI			96839	0	0
IDM00096933	3.1083333333	3.1366013072	-0.028267974	-7.217	112.717	3		SURABAYA/PERAK			96933	0	0
IDM00096935	3.1172413793	3.405	-0.287758621	-7.38	112.787	3		SURABAYA JUANDA			96935	0	0
IDM00096937	2.7763636364	2.8321428571	-0.055779221	-7.217	113.717	3		SURABAYA/GEDANGAN			96937	0	0
IDM00096973	2.3863636364	2.5842857143	-0.197922078	-7.05	113.967	3		KALIANGET (MADURA IS)			96973	0	0
IDM00096987	3.8995454545	2.277972028	1.6215734266	-8.217	114.383	5		BANYUWANGI			96987	0	0
IDM00097008	0.6253968254	1.9556372549	-1.33024043	3.683	125.528	4.9		NAHA			97008	0	0
IDM00097016	2.5928571429	1.675070028	0.9177871148	1.433	125.183	3		BITUNG			97016	0	0
IDM00097028	1.6128959276	1.3805921053	0.2323038223	1.017	120.8	2		TOLI-TOLI/LALOS			97028	0	0
IDM00097048	2.8206896552	3.2793650794	-0.458675424	0.637	122.85	32		JALALUDDIN			97048	0	0
IDM00097072	3.46	1.5608695652	1.8991304348	-0.919	119.91	86.6		MUTIARA			97072	0	0
IDM00097086	2.9207142857	3.4326086957	-0.51189441	-1.039	122.772	17.1		BUBUNG			97086	0	0
IDM00097096	1.3517241379	2.7544534413	-1.402729303	-1.417	120.658	53		KASIGUNCU			97096	0	0
IDM00097120	3.2082313682	1.6679166667	1.5403147015	-2.5	119	8		MAJENE			97120	0	0
IDM00097126	3.1214285714	1.626006192	1.4954223795	-2.55	120.367	50		MASAMBA/ANDI JEMMA			97126	0	0
IDM00097180	5.3663043478	5.1503676471	0.2159367008	-5.062	119.554	14.3		HASANUDDIN			97180	0	0
IDM00097182	3.5957575758	2.3223157895	1.2734417863	-5.067	119.55	-999.9		UJANG PANDANG/PAOTERE			97182	0	0
IDM00097192	3.84	3.9122807018	-0.072280702	-5.467	122.617	2		BAU-BAU/BETO AMBIRI			97192	0	0
IDM00097230	3.5894179894	3.3331481481	0.2562698413	-8.749	115.167	1		DENPASAR NGURAH RAI			97230	0	0
IDM00097240	3.6907692308	4.1716911765	-0.480921946	-8.75	116.267	96		MATARAM-LOMBOK INTL AIRPORT	GSN		97240	0	0
IDM00097260	4.1316666667	3.3527777778	0.7788888889	-8.489	117.412	5		SUMBAWA BESAR			97260	0	0
IDM00097270	5.1375384615	4.1659090909	0.9716293706	-8.54	118.687	22		MUHAMMAD SALAHUDDIN			97270	0	0
IDM00097300	2.6313405797	3.4596491228	-0.828308543	-8.641	122.237	3		WAI OTI			97300	0	0
IDM00097310	1.858974359	3.7242105263	-1.865236167	-8.267	122.967	9		LARANTUKA/GEWAYENTA			97310	0	0
IDM00097320	2.3117647059	5.8028485757	-3.49108387	-8.217	124.567	12		ALOR/MALI/KALABAHI			97320	0	0
IDM00097378	2.8444444444	4.9265886288	-2.082144184	-10.733	123.067	1		ROTE/BAA/LEKUNIK			97378	0	0
IDM00097380	3.4216783217	3.632	-0.210321678	-10.5	121.833	26		SABU/TARDAMU			97380	0	0
IDM00097406	1.5674825175	1.8895833333	-0.322100816	1.817	127.833	8		GALELA/GAMARMALAMU			97406	0	0
IDM00097430	0.8854545455	1.2444736842	-0.359019139	0.831	127.381	14.9		BABULLAH			97430	0	0
IDM00097460	2.7142857143	1.6133333333	1.100952381	-1.617	124.55	3		LABUHA/TALIABU			97460	0	0
IDM00097530	1.1375	0.9175438596	0.2199561404	-0.892	134.049	7		RENDANI			97530	0	0
IDM00097570	1.1766666667	1.0016666667	0.175	-1.867	136.233	3		SERUI/YENDOSA			97570	0	0
IDM00097580	1.7038961039	1.0023809524	0.7015151515	-1.833	138.717	3		SARMI/ORAI			97580	0	0
IDM00097600	1.8679438059	1.8948717949	-0.026927989	-2.083	126	2		SANANA			97600	0	0
IDM00097630	3.571659919	1.2206293706	2.3510305484	-2.883	132.25	130		FAK-FAK/TOREA			97630	0	0
IDM00097682	1.5666666667	0.7333333333	0.8333333333	-3.368	135.496	6.1		NABIRE			97682	0	0
IDM00097698	2.2333333333	1.0545454545	1.1787878788	-2.367	140.717	3		JAYAPURA/DOK II			97698	0	0
IDM00097700	2.3767676768	2.69	-0.313232323	-3.25	127.083	20		NAMLEA/BURU ISLAND			97700	0	0
IDM00097722	4.0723214286	1.6061052632	2.4662161654	-3.35	128.883	10		AMAHAI			97722	0	0
IDM00097748	3.5802197802	1.5448148148	2.0354049654	-3.8	130.833	3		GESER			97748	0	0
IDM00097760	4.0488172043	1.1817307692	2.8670864351	-3.645	133.696	5.8		KAIMANA			97760	0	0
IDM00097780	1.6177777778	1.3348039216	0.2829738562	-3.917	136.367	1770		ENAROTALI			97780	0	0
IDM00097796	4.7345238095	1.0355882353	3.6989355742	-4.717	136.433	3		KOKONAO/TIMUKA			97796	0	0
IDM00097810	3.2861111111	2.4395604396	0.8465506716	-5.683	132.75	12		TUAL/DUMATUBUN			97810	0	0
IDM00097876	4.8090909091	1.0944444444	3.7146464646	-6.1	140.3	16		TANAH MERAH			97876	0	0
IN001020700	9.7961067853	7.5958333333	2.200273452	14.583	77.633	364		PBO ANANTAPUR			43237	1	0
IN001050200	8.0846774194	9.3513986014	-1.266721182	16.95	82.233	8		KAKINADA			43189	0	0
IN001111200	10.354171301	8.9228571429	1.4313141586	16.2	81.15	3		MACHILIPATNAM			43185	1	0
IN001120100	9.6522580645	8.747826087	0.9044319776	15.8	78.067	281		KURNOOL			43213	1	0
IN001160200	10.75862069	7.9445512821	2.8140694076	14.45	79.983	20		NELLORE			43245	1	0
IN001190700	7.7450909091	10.797138047	-3.052047138	18.333	84.133	6		KALINGAPATAM			43105	0	1
IN003020100	9.0610344828	13.625	-4.563965517	26.617	92.783	79		TEZPUR			42415	0	1
IN003050401	8.2614814815	15.8	-7.538518519	27.233	94.117	102		NORTH LAKHIMPUR			42309	0	2
IN003050500	8.5	15.35	-6.85	27.483	95.017	111		DIBRUGARH/MOHANBAR			42314	0	2
IN005100100	6.0205026455	11.566666667	-5.546164021	20.9	70.367	8		VERAVAL			42909	0	1
IN005150100	13.900430108	7.2333333333	6.6670967742	22.3	70.783	138		RAJKOT			42737	1	0
IN005171200	7.2347883598	12.433333333	-5.198544974	21.2	72.833	12		SURAT			42840	0	1
IN009010100	7.7233333333	6.7714285714	0.9519047619	12.967	77.583	921		BANGALORE	GSN		43295	0	0
IN009012800	7.5579569892	5.8688552189	1.6891017704	12.95	77.633	897		BANGALORE/HINDUSTAN			43296	0	0
IN009021000	9.6433333333	6.8303030303	2.813030303	15.85	74.617	747		BELGAUM/SAMBRA			43198	1	0
IN009070100	9.3766666667	6.0543703704	3.3222962963	14.233	76.433	733		CHITRADURGA			43233	1	0
IN009090300	8.804047619	7.0125217391	1.7915258799	15.417	75.633	650		GADAG			43201	0	0
IN009120400	5.7266666667	4.9878787879	0.7387878788	14.283	74.45	9		HONAVAR			43226	0	0
IN009130300	6.573156682	3.5847020934	2.9884545886	12.917	74.883	102		MANGALORE/BAJPE			43284	0	0
IN010050700	5.1847126437	3.3451923077	1.839520336	11.25	75.783	5		KOZHIKODE			43314	0	0
IN010100400	3.7933333333	2.8287878788	0.9645454545	8.483	76.95	64		THIRUVANANTHAPURAM			43371	0	0
IN011020300	9.6625	7.7	1.9625	19.083	82.033	553		JAGDALPUR	GSN		43041	1	0
IN011340100	19.880114943	2.4	17.480114943	24.567	80.833	317		SATNA			42571	2	0
IN011351500	17.383333333	6.2	11.183333333	23.283	77.35	523		BHOPAL/BAIRAGARH			42667	2	0
IN012070800	4.5923076923	6.65	-2.057692308	19.117	72.85	14		BOMBAY/SANTACRUZ			43003	0	0
IN012201100	5.3103448276	7	-1.689655172	16.983	73.333	67		RATNAGIRI			43110	0	0
IN012230300	9.2770114943	5.9666666667	3.3103448276	17.667	75.9	479		SHOLAPUR			43117	0	0
IN013010200	7.5125576037	14.6	-7.087442396	24.667	93.9	774		IMPHAL			42623	0	2
IN019040100	18.719655172	0	18.719655172	25.75	71.383	194		BARMER			42435	2	0
IN019120700	22.857380952	0	22.857380952	29.917	73.917	177		GANGANAGAR			42123	4	0
IN019261900	17.269310345	0	17.269310345	24.617	73.883	514		UDAIPUR DABOK			42542	2	0
IN020020300	8.4780867631	5.8991666667	2.5789200964	11.767	79.767	12		CUDDALORE			43329	0	0
IN020031700	7.4049808429	5.0589285714	2.3460522715	11.033	77.05	399		COIMBATORE/PEELAMED			43321	0	0
IN020040900	9.4275362319	6.5476190476	2.8799171843	13	80.183	16		MADRAS/MINAMBAKKAM	GSN		43279	1	0
IN020100400	5.785016835	4.4297082228	1.3553086122	9.267	79.3	11		PAMBAN	GSN		43363	0	0
IN020120700	9.6276803119	4.9809116809	4.646768631	10.767	79.85	9		NAGAPPATTINAM			43347	1	0
IN020130700	9.8692307692	5.9928571429	3.8763736264	10.767	78.717	88		TIRUCHCHIRAPALLI			43344	1	0
IN022030600	5.0103448276	4.7	0.3103448276	15.483	73.817	60		GOA/PANJIM			43192	0	0
IN022043500	9.3609318996	4.3535714286	5.0073604711	10.917	79.833	7		KARAIKAL			43346	1	0
IN024059900	0	0	0	26.633	88.317	131		SILIGURI			42398	0	0
IN025010100	2.8755172414	2.8451666667	0.0303505747	8.3	73	2		MINICOY         OBSY	GSN		43369	0	0
IN099990101	5.2178571429	3.099862069	2.1179950739	11.117	72.733	3		M.O. AMINI			43311	0	0
IN099999901	4.4835897436	4.875	-0.391410256	11.667	92.717	79		PORT BLAIR	GSN		43333	0	0
INM00042475	17.99254902	8.5352272727	9.4573217469	25.441	81.735	98.1		ALLAHABAD			42475	2	0
IRM00040708	8.4752380952	9.5304347826	-1.055196687	38.25	48.283	1332		ARDEBIL			40708	0	1
IRM00040780	5.4431034483	5.0378917379	0.4052117104	33.633	46.433	1337		ILAM			40780	0	0
IRM00040782	6.7082437276	3.925	2.7832437276	33.433	48.283	1148		KHORRAM ABAD			40782	0	0
IRM00040836	10.225274725	8.347826087	1.8774486383	30.667	51.583	1837		YASOGE			40836	1	0
ITM00016045	0	13.530285714	-13.53028571	45.979	13.049	54.6		RIVOLTO			16045	0	1
IV000005555	0.27			7.68	-5.03	369		BOUAKE			65555	0	
IV000005557	4.792	1.4546615581	3.3373384419	6.13	-5.95	205		GAGNOA			65557	0	0
IV000005562	5.1656695157	2.2701970443	2.8954724713	6.65	-4.7	110		DIMBOKRO			65562	0	0
