6,41,0,0
0,8,14,184
39,79,9,16
64,49,41,39
44,35,82,64
23,41,15,20
42,24,19,7
24,113,17,104
1,22,6,179
46,0,143,5
5,12,92,123
1,0,99,8
4,9,15,27
0,1,40,192
6,2,60,35
2,26,4,115
25,70,33,147
6,0,19,1
6,37,12,59
10,0,92,0
16,58,9,13
5,7,39,50
25,46,10,17
0,4,17,21
3,153,0,53
71,177,16,39
4,60,0,1
138,8,132,11
28,10,35,15
16,104,10,73
19,15,35,55
142,8,79,6
0,24,1,12
4,2,86,24
57,31,71,41
20,90,17,93
1,2,15,29
14,2,82,4
30,52,8,5
2,17,9,252
151,53,7,0
113,8,15,0
103,14,77,8
10,3,78,24
3,5,101,81
29,25,40,51
94,75,21,11
25,0,101,1
14,2,37,7
4,6,70,102
13,23,61,82
120,20,6,0
226,14,15,0
9,7,35,54
135,84,41,22
48,6,145,12
3,15,1,5
71,171,26,50
61,15,150,47
64,84,22,16
24,80,35,117
52,107,43,100
1,27,19,207
4,88,8,94
3,25,3,7
48,119,19,51
7,109,0,14
39,217,6,17
12,47,38,101
112,33,106,37
36,32,85,76
101,45,84,37
41,29,21,24
15,102,4,21
30,56,80,140
67,158,5,23
114,0,82,0
0,0,36,36
52,125,11,46
52,134,10,17
56,54,87,51
2,3,8,83
43,29,113,73
16,37,62,121
54,155,0,1
80,41,68,22
11,9,36,9
5,50,11,99
137,94,29,18
12,63,13,50
74,57,15,18
5,1,142,79
40,78,10,19
1,45,1,116
17,7,101,75
59,24,48,26
25,11,61,25
34,235,4,35
5,29,11,30
31,8,92,14
15,93,18,176
59,130,15,40
2,5,10,11
5,0,194,69
99,60,4,5
56,19,44,11
0,21,1,112
31,4,226,19
108,21,55,2
25,1,91,6
38,5,87,19
86,121,25,17
21,101,1,15
47,14,154,46
14,61,8,32
56,120,17,64
10,183,4,39
35,48,15,45
6,16,18,37
122,10,29,3
6,39,0,13
27,113,29,110
4,14,4,29
144,157,2,3
40,15,157,37
2,137,0,57
6,25,1,17
36,8,12,1
12,10,29,21
34,22,87,46
36,8,123,27
28,10,4,0
36,28,48,74
7,48,19,89
83,65,17,14
117,16,107,10
78,74,20,24
0,1,27,18
1,11,2,67
65,25,140,55
94,1,41,1
10,27,36,33
4,10,62,36
45,66,41,44
119,12,145,17
64,15,105,18
17,18,6,5
13,45,2,5
4,8,33,59
16,22,32,43
80,63,16,18
137,18,6,0
40,0,91,2
83,148,29,37
0,45,1,44
160,8,21,0
77,33,130,49
4,81,15,99
16,9,67,29
0,45,0,9
27,23,11,8
3,46,19,222
11,183,1,6
18,24,52,85
102,13,76,9
143,98,0,1
23,25,13,8
27,37,32,55
28,3,46,2
188,11,31,3
34,65,39,111
83,27,90,34
3,72,0,19
1,7,5,22
78,71,48,41
33,88,23,37
90,8,14,2
25,18,87,65
17,21,36,57
0,12,23,169
23,24,13,9
24,96,8,33
16,20,78,83
110,11,116,17
19,218,0,1
24,38,44,107
27,0,65,3
151,17,53,5
14,23,31,55
17,42,20,80
2,1,26,153
17,93,3,49
4,39,7,21
11,1,28,3
15,34,38,75
36,58,68,109
147,4,50,1
88,36,7,3
6,1,45,8
2,133,0,143
1,59,4,157
162,8,73,2
77,28,32,7
41,206,1,3
16,100,10,11
220,32,23,6
6,24,18,59
15,10,84,83
10,42,37,115
0,1,43,16
1,3,22,36
168,104,6,7
5,0,144,22
12,1,113,17
3,5,45,37
27,6,21,3
31,66,28,57
11,41,3,6
58,73,56,88
68,33,94,38
134,28,97,15
100,46,96,46
2,1,10,9
5,9,103,127
130,43,49,7
57,3,32,5
6,66,19,125
0,28,0,60
107,50,58,33
4,7,70,87
0,25,55,234
46,86,6,16
6,16,47,179
21,114,14,43
32,50,44,82
10,31,2,5
13,0,51,2
3,3,45,161
98,8,153,13
119,145,7,13
6,34,14,14
13,52,8,176
9,12,5,8
14,2,98,8
3,46,0,2
12,57,1,29
40,70,10,13
21,50,52,123
31,14,154,68
27,94,16,120
85,4,28,0
126,57,48,36
45,23,1,1
43,152,2,22
129,46,48,19
10,0,283,12
21,1,116,21
69,86,50,83
36,8,71,8
33,97,9,30
2,3,13,23
59,89,0,0
15,21,2,4
4,3,23,17
22,11,32,10
43,107,4,6
35,38,32,42
60,45,42,22
125,29,120,19
34,49,75,76
34,59,16,45
1,154,1,87
87,18,6,1
11,56,17,75
12,1,39,13
107,14,16,2
1,65,2,210
6,21,4,28
3,1,66,51
48,6,204,52
35,59,66,100
58,119,3,13
34,35,2,2
20,13,96,46
138,7,101,9
69,24,21,5
11,154,7,84
28,14,53,26
22,11,89,97
102,13,19,3
1,51,1,112
77,56,58,32
106,21,1,1
168,6,111,6
58,27,28,8
118,69,4,1
55,64,55,81
40,111,34,87
88,1,176,2
12,109,1,5
38,37,10,6
132,62,3,2
3,18,56,137
2,0,55,6
9,10,17,23
72,130,2,2
105,80,10,14
19,5,178,51
13,13,20,25
42,116,8,41
54,41,3,2
4,8,111,87
122,0,123,0
48,25,65,61
21,79,28,137
38,109,42,132
57,79,38,33
0,117,0,183
29,31,12,16
155,12,41,2
142,105,30,11
40,3,198,8
17,92,11,47
64,27,122,35
23,13,115,37
106,49,78,28
21,85,35,132
20,9,105,72
4,6,75,68
27,19,51,24
7,0,25,13
199,48,6,0
111,48,47,19
11,170,2,24
47,106,16,52
13,27,16,26
67,67,1,0
17,22,4,7
5,0,136,17
186,35,38,9
20,8,64,47
141,59,3,1
121,84,26,20
143,5,134,3
5,0,48,8
0,0,87,32
85,49,18,6
0,1,2,81
6,3,30,29
8,1,31,7
3,6,61,101
29,112,5,37
66,99,35,46
33,67,17,28
0,0,16,39
139,114,2,1
80,150,4,15
27,115,2,4
54,103,39,88
54,35,110,103
2,15,30,203
15,11,2,4
4,7,125,126
94,52,25,12
23,26,34,30
1,72,12,213
87,83,40,51
40,123,13,52
4,28,12,112
34,3,61,10
59,1,161,1
85,125,31,39
70,173,5,8
47,24,11,7
6,2,19,11
5,59,14,91
38,85,39,27
0,3,37,81
0,9,5,25
31,2,66,8
4,21,21,126
79,5,35,2
41,1,128,5
90,87,30,29
43,235,3,15
82,71,29,14
31,162,0,1
3,43,3,71
75,45,91,70
62,71,33,39
40,16,6,2
35,119,0,0
60,91,34,49
32,55,48,73
33,30,18,15
16,79,14,72
46,9,15,0
7,139,0,6
24,0,5,0
0,33,18,235
16,35,3,12
102,48,48,28
117,17,27,3
19,95,27,92
64,157,14,43
150,48,16,1
27,24,24,13
230,3,19,2
89,21,101,14
4,94,0,0
73,36,117,57
23,24,1,0
65,82,23,22
21,2,37,7
1,10,7,15
76,27,27,7
6,27,11,45
9,16,42,71
20,117,16,73
140,91,46,31
68,14,17,4
22,19,40,23
31,35,110,105
154,85,17,12
25,33,21,53
10,2,31,14
208,21,43,3
1,0,31,120
161,102,5,3
34,43,17,18
13,1,183,19
84,5,7,1
66,4,70,4
84,38,52,13
7,87,13,200
1,26,6,77
45,45,30,43
18,46,4,10
64,75,29,35
5,15,47,97
34,86,20,40
15,3,164,56
57,126,10,56
8,21,34,46
2,74,0,39
64,4,200,16
0,3,4,40
12,86,0,3
8,7,42,60
2,133,0,4
9,30,1,7
69,14,179,24
1,9,3,12
97,130,9,15
198,43,12,4
2,2,79,104
10,25,21,40
175,65,30,14
1,82,0,46
77,126,26,19
3,1,97,5
2,147,0,56
149,13,117,7
5,19,3,23
4,32,4,11
22,5,7,7
24,3,55,7
3,8,15,17
68,6,5,0
0,10,1,17
88,37,66,19
15,4,25,4
144,4,96,1
4,1,24,6
11,1,73,5
78,7,36,5
43,12,146,66
51,78,70,121
2,11,3,14
7,8,9,26
4,37,0,1
4,8,14,34
15,8,127,51
17,97,21,109
1,33,3,65
13,138,6,65
19,6,44,7
55,125,1,4
18,21,62,60
40,26,70,50
9,25,10,25
129,4,28,1
19,6,187,50
137,8,7,1
82,68,34,25
19,206,0,4
164,39,46,13
137,11,13,0
64,28,5,3
17,7,18,4
64,0,76,0
1,14,9,24
53,1,36,6
60,17,6,2
27,90,9,57
8,70,11,130
3,49,12,61
0,0,151,45
23,27,27,46
3,46,1,13
5,46,1,3
5,25,31,65
33,31,110,41
29,137,6,44
126,51,57,22
182,79,24,9
29,8,133,30
21,11,91,26
3,7,88,32
32,9,158,31
0,1,114,41
61,16,16,22
11,36,14,53
38,101,36,65
14,98,13,78
15,40,8,19
1,8,28,255
79,81,40,31
8,2,64,16
27,7,9,4
4,0,131,34
21,79,31,116
88,67,38,25
123,27,23,3
33,39,31,43
9,1,143,7
13,37,14,55
35,98,24,52
37,58,30,31
1,0,60,41
21,55,17,69
12,98,14,52
2,24,2,54
52,46,48,30
20,60,21,67
16,37,1,3
3,9,38,43
70,26,32,13
143,5,13,0
20,87,36,151
12,11,27,55
119,3,135,2
26,64,38,88
25,51,50,113
15,26,24,76
34,14,42,21
13,11,2,7
22,7,169,57
8,53,5,44
9,49,1,7
89,136,33,28
48,7,109,9
0,49,1,15
21,24,15,26
50,97,15,27
70,104,4,3
3,3,30,15
167,17,81,15
88,11,50,10
19,76,31,186
2,6,42,111
24,9,83,34
34,40,18,18
34,6,168,41
8,50,1,10
9,5,16,14
20,4,10,4
46,23,90,60
94,72,54,33
80,105,61,66
27,54,0,0
83,51,26,17
4,21,40,124
144,45,26,15
78,30,21,5
20,2,49,15
101,1,136,0
148,19,76,10
13,15,72,178
83,18,88,24
0,3,63,122
52,133,19,65
27,169,20,91
1,6,73,82
20,4,24,1
71,72,11,16
25,83,12,31
11,2,205,36
10,18,13,32
37,96,11,36
0,3,17,136
71,33,6,2
0,0,190,7
95,14,0,0
10,24,65,141
6,33,10,47
23,9,52,15
9,10,66,124
13,100,20,92
65,80,28,40
129,33,48,7
33,193,1,5
50,112,11,15
74,81,50,61
24,10,16,10
46,39,136,88
63,22,17,7
95,39,11,8
28,103,10,29
162,10,2,0
19,14,18,23
26,20,81,51
9,7,44,35
38,2,0,0
84,127,9,6
0,39,1,155
88,12,135,27
0,13,16,43
5,32,5,14
126,59,5,4
37,8,211,35
9,54,29,117
200,52,19,3
5,72,0,4
38,29,103,59
14,116,7,78
0,0,46,24
16,127,12,123
0,6,1,117
43,6,128,16
0,5,6,69
5,8,21,19
93,16,77,16
2,3,19,15
9,3,27,13
5,0,62,19
0,6,13,31
18,11,20,9
5,7,56,59
43,151,6,27
4,22,51,141
2,29,8,156
45,68,6,6
4,4,33,23
12,8,112,137
10,114,5,45
42,30,18,28
33,25,5,5
32,69,25,61
13,16,74,128
17,35,59,161
13,138,13,125
19,5,26,15
37,14,29,11
79,48,33,16
8,121,3,45
18,9,12,6
3,14,34,89
31,63,70,119
43,2,68,5
1,113,2,99
8,68,23,100
0,1,17,14
29,95,9,54
150,43,10,2
11,63,14,63
79,85,41,57
17,67,11,57
37,98,12,31
94,82,1,2
46,4,75,9
70,25,58,24
60,30,28,23
73,4,156,19
16,0,96,9
12,8,9,7
0,1,45,39
26,192,0,5
35,8,56,19
7,28,73,149
167,9,64,9
15,121,4,44
114,62,4,7
2,75,4,183
4,13,43,183
0,37,12,189
11,5,107,55
36,3,56,3
29,47,14,15
1,4,19,34
46,0,17,0
46,38,118,99
35,21,40,24
25,45,31,57
29,15,10,2
10,18,31,38
112,62,37,24
0,1,77,200
89,54,59,33
50,4,201,22
0,8,11,135
0,0,89,1
6,45,2,9
32,15,96,45
7,20,56,121
3,19,16,95
51,56,52,88
2,15,12,64
4,0,61,4
17,22,9,3
205,32,64,9
1,1,69,49
2,28,6,88
94,28,21,4
1,24,9,60
24,132,12,79
11,17,64,59
45,25,130,32
24,2,17,3
0,2,1,168
5,26,44,133
35,18,103,43
19,18,5,7
35,4,7,2
75,6,60,10
0,10,39,134
9,18,34,126
98,3,127,10
27,184,14,85
0,2,52,175
21,5,150,25
13,213,1,38
2,103,1,14
162,1,1,0
129,72,23,18
115,29,23,5
4,39,4,22
87,38,70,19
35,63,13,20
9,52,6,123
19,1,100,11
144,23,118,17
21,66,27,61
10,13,41,74
25,6,145,15
115,102,64,48
5,3,55,70
4,14,16,47
38,22,35,12
18,30,4,6
36,44,43,54
92,15,11,2
159,1,27,0
22,7,29,12
10,4,106,118
30,38,60,79
38,100,9,28
11,146,9,83
27,84,18,49
36,0,102,3
39,147,14,71
21,69,37,182
42,46,53,75
14,13,16,7
3,0,47,5
39,12,83,27
1,19,3,27
48,120,11,17
13,4,80,26
5,52,18,194
6,10,74,69
67,15,39,8
47,58,24,27
25,14,1,0
24,36,27,36
44,18,18,17
21,56,32,88
6,31,5,24
46,85,21,48
87,64,18,12
46,45,67,68
16,5,77,31
26,17,76,62
4,22,11,42
1,1,6,53
15,77,15,54
91,13,100,18
2,21,46,199
17,16,20,16
40,204,1,5
38,38,57,75
28,3,140,16
34,18,6,4
54,15,72,4
7,97,4,30
176,30,0,1
15,29,4,13
110,41,8,1
3,8,11,26
57,81,5,4
1,14,0,22
18,45,1,12
13,14,26,21
30,23,30,16
14,9,88,51
33,94,6,30
76,1,3,0
16,1,168,26
20,29,82,115
65,101,4,12
148,73,50,27
64,22,32,11
19,61,5,25
13,29,54,94
29,11,116,54
4,33,19,121
84,67,63,38
27,9,33,14
64,8,68,8
36,29,59,66
16,126,23,134
28,19,77,22
13,12,87,73
11,77,0,1
61,110,16,36
32,26,11,11
6,101,7,74
89,45,41,23
116,42,57,13
16,112,24,125
0,4,6,121
135,34,70,18
51,122,12,19
3,56,4,44
12,28,39,106
21,37,21,66
23,19,120,66
103,11,58,13
4,58,10,169
10,5,143,103
78,16,7,1
226,24,5,0
117,33,38,5
9,8,53,34
28,93,8,18
27,38,19,29
3,58,12,179
5,40,42,149
3,1,136,78
50,1,44,1
51,34,51,48
22,26,103,109
141,47,3,1
38,134,1,5
3,5,4,51
215,6,49,1
52,48,18,13
16,13,68,26
37,183,0,4
4,22,19,46
56,2,18,0
72,0,135,2
2,106,0,71
26,14,42,24
50,18,51,16
41,13,90,22
25,17,3,1
193,69,13,3
2,4,23,35
3,9,28,39
106,79,49,39
52,2,202,13
3,3,64,124
40,38,12,25
7,98,10,137
66,38,7,1
4,2,120,54
11,10,9,10
82,152,15,24
32,83,58,111
1,20,20,134
21,20,6,15
7,40,3,9
12,123,0,6
23,85,11,25
23,59,17,21
72,17,58,22
85,36,76,28
11,17,31,67
3,3,69,106
11,17,72,101
11,16,12,27
249,11,32,5
0,6,3,201
5,59,7,121
25,20,124,54
21,59,26,78
2,10,2,22
3,9,6,17
87,153,8,8
109,9,30,0
7,14,46,105
2,24,7,30
70,28,0,1
84,18,9,0
69,78,39,33
39,7,8,0
32,9,17,6
47,67,28,32
6,32,4,42
3,2,32,28
171,90,10,1
11,43,12,20
42,130,28,85
28,86,37,147
63,20,54,24
28,23,41,65
36,40,18,25
177,12,54,4
55,84,49,35
49,70,13,44
8,3,57,11
55,15,116,25
11,2,14,2
43,26,78,60
30,55,23,51
33,39,25,16
0,62,5,164
1,0,174,33
63,161,9,14
66,18,3,2
136,95,20,18
97,42,38,22
15,40,3,7
7,21,47,113
170,3,52,0
5,0,221,26
14,33,1,10
35,19,11,3
4,1,190,108
19,107,3,28
1,11,19,78
6,11,13,23
9,74,2,25
211,61,14,9
18,63,46,107
42,2,34,1
12,2,11,4
105,16,45,12
3,82,1,2
2,18,6,99
49,38,60,72
8,5,14,21
120,60,53,28
28,20,45,25
50,62,21,15
19,82,28,116
4,12,6,33
4,87,4,153
11,20,47,184
92,33,83,25
0,22,0,20
1,13,2,26
128,23,82,17
36,16,1,2
69,78,14,12
65,13,11,2
15,2,44,16
8,5,84,28
0,1,9,96
86,35,48,10
22,222,3,35
8,21,0,7
25,10,122,72
32,33,66,53
10,1,160,10
10,28,32,161
45,0,224,1
4,4,148,37
2,56,2,143
207,34,8,2
2,32,8,71
7,18,3,2
5,22,10,46
39,114,6,14
1,41,0,26
50,78,43,65
51,19,7,5
17,0,29,3
63,8,105,42
8,29,40,69
20,92,37,114
16,1,34,7
27,78,31,108
103,74,18,14
106,17,39,11
7,12,57,210
1,168,2,75
12,95,0,2
6,25,9,34
2,1,30,18
85,36,144,46
4,10,15,11
18,136,11,53
139,8,65,1
2,10,2,54
27,44,56,129
1,26,0,31
6,1,139,31
11,3,53,6
14,2,47,1
76,143,3,17
146,25,7,1
6,174,2,34
118,0,115,0
27,30,52,50
8,1,81,5
15,29,7,17
109,151,3,2
66,46,78,56
24,1,65,9
26,31,21,19
125,4,101,6
17,84,32,104
112,121,25,41
111,19,33,5
1,56,2,112
20,170,6,61
62,3,168,5
58,23,37,19
35,12,13,3
176,33,47,10
91,1,80,0
88,51,94,46
114,4,3,0
4,47,10,170
274,9,38,2
21,35,18,20
227,19,36,3
0,69,0,1
2,5,52,183
3,1,77,43
45,26,175,76
5,1,48,6
94,70,49,40
16,50,6,6
43,61,44,48
0,0,8,49
185,25,75,7
35,60,64,94
41,51,54,40
16,69,40,67
38,53,9,25
89,13,23,5
61,42,75,37
13,4,94,20
21,26,15,20
15,0,105,5
27,5,58,19
94,34,16,2
25,80,28,108
52,4,189,18
13,26,71,126
80,13,111,15
53,4,253,10
90,80,77,74
86,83,63,47
27,95,30,90
96,26,109,45
0,1,14,41
78,28,113,37
207,3,1,0
0,11,8,284
36,101,3,6
31,16,2,2
32,83,0,3
27,8,16,8
181,0,30,0
11,116,9,52
0,0,46,2
13,31,4,17
2,11,4,40
63,130,6,17
23,60,18,63
20,4,67,19
148,8,7,1
1,102,0,48
32,8,21,4
1,2,12,24
74,100,14,33
8,63,4,35
7,50,20,235
21,18,117,110
159,24,107,14
1,7,9,37
42,140,18,41
27,5,226,25
20,32,1,0
125,50,112,36
140,2,40,0
4,2,33,97
36,55,4,4
93,29,67,27
37,127,25,77
11,49,32,134
75,34,33,18
6,12,40,51
13,23,5,5
29,0,91,0
18,24,47,64
84,26,67,29
66,92,45,46
7,64,25,137
75,149,7,16
147,20,17,1
3,39,17,85
18,69,4,15
66,44,37,36
33,6,168,40
192,6,4,0
41,93,13,16
0,82,2,175
32,63,17,36
75,45,54,47
7,14,29,75
83,78,35,28
34,140,15,67
28,63,50,66
34,43,47,89
19,9,146,111
30,136,27,94
5,48,10,124
28,7,91,26
90,32,66,34
7,33,1,14
21,61,45,114
6,42,11,82
49,33,96,65
64,14,120,20
91,78,47,36
4,18,10,35
40,30,24,19
36,118,2,27
13,2,102,38
42,91,11,28
24,33,55,92
85,6,24,0
25,34,123,94
31,52,33,61
20,44,9,34
1,38,0,61
76,10,96,14
20,2,92,15
13,5,25,11
14,22,18,34
80,26,20,3
32,103,23,87
22,82,3,9
13,26,30,66
0,19,0,76
4,5,27,35
42,5,143,22
82,147,19,37
18,4,86,29
26,0,20,0
79,62,17,12
3,8,114,71
25,38,24,36
132,45,3,5
1,14,3,195
34,1,158,2
0,15,2,27
2,1,20,36
5,39,4,31
21,150,17,94
9,7,50,73
13,15,54,55
35,1,27,2
59,18,19,6
0,26,2,144
36,119,39,75
21,106,13,31
52,222,3,9
32,61,11,29
57,50,33,30
155,28,43,8
138,1,14,0
24,80,58,137
34,78,56,118
47,73,26,40
17,194,5,23
75,143,2,14
10,0,26,0
60,8,17,0
10,8,54,40
6,0,52,6
10,75,12,95
3,4,7,10
114,69,38,15
26,32,44,68
188,16,24,1
21,25,16,12
90,5,145,17
115,25,42,5
4,47,1,26
70,5,126,11
1,4,6,37
27,2,0,0
2,76,0,13
4,12,18,26
41,26,94,82
27,3,113,21
1,5,37,54
44,18,55,20
29,151,7,63
86,22,53,20
102,79,17,16
62,36,44,44
17,0,194,3
68,83,53,50
61,3,6,0
7,2,16,14
1,42,11,141
56,25,6,0
11,7,144,104
25,8,67,21
7,8,18,32
1,2,123,126
16,57,10,22
47,191,0,0
197,10,90,4
67,91,14,22
52,146,1,7
37,245,1,9
19,106,10,36
11,23,0,3
151,11,102,10
57,32,20,17
140,38,47,10
65,112,10,11
0,0,42,20
53,48,27,19
2,12,12,54
105,6,107,11
26,203,12,62
130,40,50,21
12,72,12,64
169,64,11,4
58,40,53,42
25,39,15,27
18,133,1,11
18,50,52,108
81,78,9,4
37,1,85,18
75,43,24,10
4,45,6,51
10,9,31,41
23,62,32,63
31,139,9,69
1,34,4,113
105,61,45,22
4,14,13,19
25,6,0,0
134,0,61,0
93,177,7,13
71,45,29,25
172,55,16,3
1,16,20,39
39,75,2,12
2,8,14,125
28,18,45,23
10,29,38,60
16,25,23,29
3,1,140,42
96,6,142,16
15,6,37,33
3,5,60,31
18,44,5,11
1,37,7,188
12,9,36,40
38,174,13,59
3,21,8,10
52,45,53,44
15,72,11,82
0,6,40,23
82,60,46,40
2,164,1,101
6,4,14,20
7,29,8,31
19,20,28,23
29,86,26,97
8,9,86,72
48,3,10,2
45,10,24,3
8,90,14,135
9,80,11,103
8,12,25,29
2,60,6,66
22,26,30,61
5,13,11,7
6,9,65,78
24,37,46,69
7,74,2,27
161,107,10,12
176,0,7,0
21,11,46,22
166,35,15,6
11,7,22,15
4,64,7,153
2,11,21,181
9,2,55,7
48,56,76,90
36,49,3,5
19,173,13,65
9,33,68,127
30,12,7,0
29,79,37,109
43,19,8,5
57,33,15,16
126,32,109,41
12,45,12,59
1,232,0,0
14,72,20,141
5,211,0,20
31,9,1,0
7,70,0,8
13,65,3,7
147,17,17,2
0,26,2,80
81,72,39,20
16,147,21,91
28,21,26,24
30,113,32,73
87,7,16,1
25,12,83,25
3,18,2,4
206,116,5,4
11,15,183,103
45,0,0,0
