station	mntmax14	mntmax13	tmax_diff	indicator	lat	lon	elev	state
USC00040	18.530930931	13.023958333	5.5069725976	2	34.1833	-118.5	220.1	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.2481	-118.5814	2485.3	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.2378	-118.5939	2587.8	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.3683	-118.3647	1252.1	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.3667	-118.7167	2863.9	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.3167	-122.1667	646.2	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	37.3167	-122.15	798.9	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	40.7333	-121.25	1708.1	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	35.6167	-119.9	217	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	40.9167	-123.8167	299	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	33.6131	-114.5972	81.7	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	39.3886	-120.0936	1699.3	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	38.2119	-119.0142	2551.2	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	32.6667	-117.0333	34.1	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	39.0167	-123.3667	103.9	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	33.2558	-116.4036	246.9	CA
USC00040	18.530930931	13.023958333	5.5069725976	2	33.2833	-116.35	192	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.1167	-122.1167	143.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.1422	-122.1964	662.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.6667	-116.2833	1022	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.6667	-116.3	1097.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.5833	-118.3667	933	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.4539	-120.6556	1641.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.4833	-116.8	1022	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.8667	-120.8	164.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.1167	-121.7	9.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.7	-123.65	445	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.9544	-115.5581	-30.5	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.9167	-117.9	107	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.9333	-117.9	116.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.8906	-117.9264	83.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.8833	-121.7667	99.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.2575	-119.2286	1972.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.3167	-119.2167	1958	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.2506	-119.2161	1963.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.5194	-123.8217	640.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.55	-123.8167	793.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.7333	-122.15	107	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.7667	-122.15	89.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.695	-121.3453	1085.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.7989	-121.0939	281.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.8669	-121.8464	1158.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.9372	-121.3147	576.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.9	-121.2	1585.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.7667	-121.1833	499.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.4167	-121.15	542.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.1833	-118.3	207	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.1867	-118.3481	199.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.5833	-122.35	3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.8803	-121.6547	974.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.8	-123.4667	655.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.8667	-122.0833	161.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.7667	-123.9	128	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.4028	-119.47	68.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.9167	-116.7833	548.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.6667	-117.2333	125	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.5822	-119.9817	242.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.3167	-117.4833	885.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.39	-117.5925	1456.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.2769	-120.3114	1431	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.2	-120.3667	1024.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.4833	-121.8167	246.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.6881	-115.4644	3.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.8833	-118.6833	900.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.5961	-122.6014	121.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.3111	-122.8045	970.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.1492	-116.9803	1758.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.2333	-117.6667	1311.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.25	-118.1	1296	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.1	-121.5333	1311.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.6263	-116.4699	801.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.2486	-120.8433	200.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.3333	-120.6833	189	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.45	-121.05	839.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.1833	-118.6667	1158.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.3667	-121.05	1373.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.4219	-120.9017	1313.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.3	-117.9667	613	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.1706	-121.0886	1389.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.9231	-117.7778	495	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.9581	-117.7792	359.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.0833	-121.15	912	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.4806	-121.7244	146.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.6333	-121.4833	189	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.6333	-121.5	171	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.4	-120.05	435.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.4	-120.1167	305.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.5333	-123.1333	323.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.5642	-123.1617	432.8	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.1417	-123.1392	704.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.0833	-123.05	915	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.7833	-118.6667	1417.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.4667	-119.7333	985.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.5306	-120.1803	1428.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.7833	-121.6667	159.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.35	-119.4833	1634.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.4833	-121.2167	783.3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.2667	-118.6	305.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.25	-118.6	289.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.2261	-118.6167	277.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.9747	-119.9161	1452.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.3033	-121.2422	1380.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.6911	-121.8211	56.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.8667	-123.5833	182.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	33.6617	-115.7206	520	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.9003	-121.5967	25	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	35.7167	-120.25	534	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.8078	-119.0114	1603.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	32.64	-117.0858	17.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.3	-120.5167	1751.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.7	-121.3	43	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.1167	-117.7333	381	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.1	-117.7167	366.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.4167	-121.5333	3	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.55	-122.4	125	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.7167	-123.45	299	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.9333	-121.0667	1393.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.9239	-122.5672	411.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.9833	-122.7167	406	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.8167	-123.0167	103.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.8	-123.0175	100.6	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.7667	-123.2167	555	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.1356	-120.3606	204.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.1333	-120.35	200.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	36.2333	-120.5667	499.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.2503	-119.7053	679.7	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.2119	-119.69	676	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.8333	-122.75	732.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.0894	-122.7086	762.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.9167	-121.7333	769	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.9333	-121.7167	972.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	34.3	-118.1167	1122	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.1667	-120.05	1751.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.4	-122.1433	128	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.5667	-119.5	1556	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.5167	-119.4667	1617	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.0911	-120.9481	725.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.3308	-121.1922	181.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.2167	-122	18	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	39.1875	-122.0269	15.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	40.05	-122.6833	1007.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.9833	-122.0167	6.1	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.95	-122	78.9	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.9667	-121.9833	59.4	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	37.9833	-122.0692	12.2	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	38.8833	-121.0167	467	CA
USC00041	17.635704125	12.2109319	5.4247722255	2	41.9797	-122.3378	823.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.1	-119.55	61	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.0975	-119.5817	61	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.85	-122.7833	796.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.9	-122.35	148.4	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.8833	-117.55	185.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37	-121.8167	223.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.8158	-123.2444	430.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.8261	-123.085	462.4	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.0667	-117.8667	182.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.0917	-117.88	185	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.5333	-116.8833	-46	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.4333	-116.5	694.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.7333	-115.9667	75.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.8833	-116.2833	458.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.7958	-124.2147	13.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.7942	-124.085	36.6	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.7667	-124.2	14.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.25	-117.3	1485	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.8	-119.9	1434.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.0333	-122.2167	3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.3175	-117.8419	1629.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.3333	-117.8333	1759.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.005	-118.4139	28	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.8333	-123.6333	392.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.95	-122.8667	433.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.9333	-119.6167	688.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.9897	-116.5872	1414.3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.9833	-119.6667	662	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.85	-119.4833	839.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.1	-121.5167	1012.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.0167	-122.2	85	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.535	-121.7761	18.3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.7333	-120.3667	1449	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.2122	-121.3742	1112.5	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.4622	-116.8669	-59.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.6514	-116.3764	365.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.4333	-118.1667	3203.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.3739	-117.9803	1592.6	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3	-120.85	1129	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3	-120.8333	1357.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	35.7683	-119.26	92	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.9719	-117.2619	3.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.6	-121.8667	13.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.4167	-121.3833	366.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	40.95	-122.4167	356.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	40.95	-122.4333	402.3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.5667	-120.7833	43	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.8717	-121.6108	826	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.85	-116.6167	1066.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.7378	-115.3925	227.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34	-117.8	268.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3575	-121.2011	499.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3333	-121.2	473	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.3333	-119.9667	1476.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3239	-120.2331	1809.6	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.7167	-123.35	284.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.9297	-118.1456	33.5	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.5633	-120.8239	888.5	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	40.0267	-120.1056	1308.5	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.9717	-120.0828	1338.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.4833	-118.5333	443.5	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.75	-120.1	915	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.7167	-119.1167	609.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.8833	-121.9667	14.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	35.05	-116.4333	491	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.2167	-122.2667	737.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.1833	-122.2736	661.4	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.2	-122.3	6.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	40.5	-120.65	1565.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.8089	-115.4508	296.6	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3592	-122.5178	367.3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.3333	-117.8333	1751.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.9667	-118.0333	67.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.7833	-120.0333	2240.3	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.7833	-116.9167	161.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.8006	-116.9281	150.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.8856	-116.815	182.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	32.7669	-115.5617	-9.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.3306	-120.6706	217.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.6667	-118.4333	1000	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.6	-118.5667	634	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.9881	-123.7183	520.6	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.9356	-119.2306	2939.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.2333	-121.2	28	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.5892	-117.6303	899.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.8	-117.7833	139.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.6692	-117.3319	391.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.6333	-117.2667	442	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.3033	-120.6508	1600.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.1167	-117.0833	200.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.1211	-117.09	182.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.1	-117.0833	220.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.1317	-117.5239	423.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.4572	-122.8992	899.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	37.585	-120.2672	134.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.3167	-119.15	-999.9	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	36.35	-119.0667	133.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.25	-122.05	6.1	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	38.2736	-122.0678	12.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	34.705	-118.4297	932.7	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	33.35	-117.25	201.2	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	41.0081	-121.435	1005.8	CA
USC00042	19.44373928	13.792074199	5.6516650806	2	39.6	-121.2667	905.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.0506	-122.075	121.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.35	-122.45	244.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.5	-124.3333	442	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.6	-124.2833	3	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.5236	-120.7061	658.4	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.7344	-120.0069	960.7	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.4	-118.9333	134.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.0167	-122.8667	409	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.9667	-122.8667	419.7	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.9667	-122.95	534	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.4833	-119.6333	1562.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.3642	-120.1561	86.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.3667	-120.3167	1220.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.2739	-118.9733	2232.7	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.6833	-121.1833	75.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.7	-121.1667	106.7	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.1833	-117.45	601.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.0833	-117.5167	335.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.3833	-123.3333	712.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.01	-120.8456	919	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.2667	-123.3167	378	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.8714	-120.1575	1444.4	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.5092	-123.7567	37.5	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.4	-123.8167	20.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.8667	-124.15	14	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.5833	-122.7167	1012.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.6	-122.8478	830.6	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.515	-123.2447	34.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.4333	-121.7333	1007.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.8272	-118.9653	1515.5	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.7	-122.6333	335.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.5422	-122.0158	11.6	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.9144	-119.8017	115.8	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.7672	-119.7092	103	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.0167	-119.6833	95.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.9969	-119.7072	125	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.5833	-122.45	190.2	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	33.9	-117.9167	98.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	33.9167	-117.8667	121.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	33.8964	-117.8881	103.6	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	33.8833	-117.9167	100.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	40.1	-123.8	103.6	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.8333	-120.85	591.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.8453	-123.9647	118	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.7519	-119.1403	2734.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.9167	-120.8333	830	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.9167	-120.6833	1232	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	38.9331	-120.8008	914.7	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.3667	-121.4833	652.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.0869	-118.4794	340.5	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.5667	-118.7667	1955	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.5167	-119.7	381	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.5225	-119.6822	474.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.0167	-122.4	502.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	32.8167	-116.9667	132.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.0031	-121.5608	59.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.0328	-121.4317	320	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.1167	-121.3667	580	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	37.1	-121.3333	412.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.1667	-118.6	267.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	33.05	-114.9833	214	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.15	-118.2667	161.8	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.15	-117.8333	225.6	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	34.1472	-117.8472	284.4	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	35.7269	-118.7006	957.1	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	35.725	-118.6797	1066.8	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	35.7	-118.7333	997	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	32.8833	-114.8667	147.8	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	39.165	-120.8567	1011.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	35.2814	-116.7844	899.2	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	36.5333	-121.2833	716.9	CA
USC00043	18.041943734	13.040298507	5.0016452266	2	41.8667	-120.5	1491.1	CA
